"","Scenario","Region","Variable","Type","Year","Value"
"12605","Canada Net-zero","Canada","Biomass / Geothermal","Primary Fuel",2020,9141.128177677
"12606","Current Measures","Canada","Biomass / Geothermal","Primary Fuel",2020,9141.128177677
"12607","Global Net-zero","Canada","Biomass / Geothermal","Primary Fuel",2020,9141.128177677
"12608","Canada Net-zero","Canada","Coal & Coke","Primary Fuel",2020,41913.665991097
"12609","Current Measures","Canada","Coal & Coke","Primary Fuel",2020,41913.665991097
"12610","Global Net-zero","Canada","Coal & Coke","Primary Fuel",2020,41913.665991097
"12611","Canada Net-zero","Canada","Hydro / Wave / Tidal","Primary Fuel",2020,381169.2841985
"12612","Current Measures","Canada","Hydro / Wave / Tidal","Primary Fuel",2020,381169.2841985
"12613","Global Net-zero","Canada","Hydro / Wave / Tidal","Primary Fuel",2020,381169.2841985
"12614","Canada Net-zero","Canada","Natural Gas","Primary Fuel",2020,68037.49929119
"12615","Current Measures","Canada","Natural Gas","Primary Fuel",2020,68037.49929119
"12616","Global Net-zero","Canada","Natural Gas","Primary Fuel",2020,68037.49929119
"12617","Canada Net-zero","Canada","Oil","Primary Fuel",2020,2058.397456449
"12618","Current Measures","Canada","Oil","Primary Fuel",2020,2058.397456449
"12619","Global Net-zero","Canada","Oil","Primary Fuel",2020,2058.397456449
"12620","Canada Net-zero","Canada","Solar","Primary Fuel",2020,5919.900137912
"12621","Current Measures","Canada","Solar","Primary Fuel",2020,5919.900137912
"12622","Global Net-zero","Canada","Solar","Primary Fuel",2020,5919.900137912
"12623","Canada Net-zero","Canada","Uranium","Primary Fuel",2020,92645.804513
"12624","Current Measures","Canada","Uranium","Primary Fuel",2020,92645.804513
"12625","Global Net-zero","Canada","Uranium","Primary Fuel",2020,92645.804513
"12626","Canada Net-zero","Canada","Wind","Primary Fuel",2020,37454.073381333
"12627","Current Measures","Canada","Wind","Primary Fuel",2020,37454.073381333
"12628","Global Net-zero","Canada","Wind","Primary Fuel",2020,37454.073381333
"12629","Canada Net-zero","Canada","Biomass / Geothermal","Primary Fuel",2021,9461.534675688
"12630","Current Measures","Canada","Biomass / Geothermal","Primary Fuel",2021,9461.534675688
"12631","Global Net-zero","Canada","Biomass / Geothermal","Primary Fuel",2021,9461.534675688
"12632","Canada Net-zero","Canada","Coal & Coke","Primary Fuel",2021,32642.477268371
"12633","Current Measures","Canada","Coal & Coke","Primary Fuel",2021,32642.477268371
"12634","Global Net-zero","Canada","Coal & Coke","Primary Fuel",2021,32642.477268371
"12635","Canada Net-zero","Canada","Hydro / Wave / Tidal","Primary Fuel",2021,378130.6395728
"12636","Current Measures","Canada","Hydro / Wave / Tidal","Primary Fuel",2021,378130.6395728
"12637","Global Net-zero","Canada","Hydro / Wave / Tidal","Primary Fuel",2021,378130.6395728
"12638","Canada Net-zero","Canada","Natural Gas","Primary Fuel",2021,74448.91317811
"12639","Current Measures","Canada","Natural Gas","Primary Fuel",2021,74448.91317811
"12640","Global Net-zero","Canada","Natural Gas","Primary Fuel",2021,74448.91317811
"12641","Canada Net-zero","Canada","Oil","Primary Fuel",2021,1897.819852193
"12642","Current Measures","Canada","Oil","Primary Fuel",2021,1897.819852193
"12643","Global Net-zero","Canada","Oil","Primary Fuel",2021,1897.819852193
"12644","Canada Net-zero","Canada","Solar","Primary Fuel",2021,6249.053109757
"12645","Current Measures","Canada","Solar","Primary Fuel",2021,6248.913273621
"12646","Global Net-zero","Canada","Solar","Primary Fuel",2021,6249.053109757
"12647","Canada Net-zero","Canada","Uranium","Primary Fuel",2021,86894.633502
"12648","Current Measures","Canada","Uranium","Primary Fuel",2021,86894.633502
"12649","Global Net-zero","Canada","Uranium","Primary Fuel",2021,86894.633502
"12650","Canada Net-zero","Canada","Wind","Primary Fuel",2021,35996.130759233
"12651","Current Measures","Canada","Wind","Primary Fuel",2021,35996.130759233
"12652","Global Net-zero","Canada","Wind","Primary Fuel",2021,35996.130759233
"12653","Canada Net-zero","Canada","Biomass / Geothermal","Primary Fuel",2022,11188.246787124
"12654","Current Measures","Canada","Biomass / Geothermal","Primary Fuel",2022,11048.159196774
"12655","Global Net-zero","Canada","Biomass / Geothermal","Primary Fuel",2022,11321.23247858
"12656","Canada Net-zero","Canada","Coal & Coke","Primary Fuel",2022,27612.84305042
"12657","Current Measures","Canada","Coal & Coke","Primary Fuel",2022,27694.92995249
"12658","Global Net-zero","Canada","Coal & Coke","Primary Fuel",2022,27548.97418942
"12659","Canada Net-zero","Canada","Hydro / Wave / Tidal","Primary Fuel",2022,375439.5230441
"12660","Current Measures","Canada","Hydro / Wave / Tidal","Primary Fuel",2022,376174.5334403
"12661","Global Net-zero","Canada","Hydro / Wave / Tidal","Primary Fuel",2022,385441.7805313
"12662","Canada Net-zero","Canada","Natural Gas","Primary Fuel",2022,82038.98636157
"12663","Current Measures","Canada","Natural Gas","Primary Fuel",2022,84841.22774206
"12664","Global Net-zero","Canada","Natural Gas","Primary Fuel",2022,81136.49080555
"12665","Canada Net-zero","Canada","Oil","Primary Fuel",2022,1535.15038878
"12666","Current Measures","Canada","Oil","Primary Fuel",2022,1494.39542698
"12667","Global Net-zero","Canada","Oil","Primary Fuel",2022,1419.62603222
"12668","Canada Net-zero","Canada","Solar","Primary Fuel",2022,10465.067259155
"12669","Current Measures","Canada","Solar","Primary Fuel",2022,11440.720912881
"12670","Global Net-zero","Canada","Solar","Primary Fuel",2022,7968.067259199
"12671","Canada Net-zero","Canada","Uranium","Primary Fuel",2022,87113.132553
"12672","Current Measures","Canada","Uranium","Primary Fuel",2022,87342.380985
"12673","Global Net-zero","Canada","Uranium","Primary Fuel",2022,83081.649253
"12674","Canada Net-zero","Canada","Wind","Primary Fuel",2022,50024.367537233
"12675","Current Measures","Canada","Wind","Primary Fuel",2022,50063.069743133
"12676","Global Net-zero","Canada","Wind","Primary Fuel",2022,50816.972192733
"12677","Canada Net-zero","Canada","Biomass / Geothermal","Primary Fuel",2023,10223.978164803
"12678","Current Measures","Canada","Biomass / Geothermal","Primary Fuel",2023,10474.812126327
"12679","Global Net-zero","Canada","Biomass / Geothermal","Primary Fuel",2023,10291.321627989
"12680","Canada Net-zero","Canada","Coal & Coke","Primary Fuel",2023,19593.65344075
"12681","Current Measures","Canada","Coal & Coke","Primary Fuel",2023,19650.01856827
"12682","Global Net-zero","Canada","Coal & Coke","Primary Fuel",2023,19569.22336398
"12683","Canada Net-zero","Canada","Hydro / Wave / Tidal","Primary Fuel",2023,376053.0795013
"12684","Current Measures","Canada","Hydro / Wave / Tidal","Primary Fuel",2023,377273.1609794
"12685","Global Net-zero","Canada","Hydro / Wave / Tidal","Primary Fuel",2023,375626.9580363
"12686","Canada Net-zero","Canada","Natural Gas","Primary Fuel",2023,90567.88587884
"12687","Current Measures","Canada","Natural Gas","Primary Fuel",2023,97538.69469195
"12688","Global Net-zero","Canada","Natural Gas","Primary Fuel",2023,89258.27430493
"12689","Canada Net-zero","Canada","Oil","Primary Fuel",2023,1606.484630613
"12690","Current Measures","Canada","Oil","Primary Fuel",2023,1506.127298379
"12691","Global Net-zero","Canada","Oil","Primary Fuel",2023,1461.567798399
"12692","Canada Net-zero","Canada","Solar","Primary Fuel",2023,11060.016475602
"12693","Current Measures","Canada","Solar","Primary Fuel",2023,11628.497647191
"12694","Global Net-zero","Canada","Solar","Primary Fuel",2023,10667.016475602
"12695","Canada Net-zero","Canada","Uranium","Primary Fuel",2023,82424.901181
"12696","Current Measures","Canada","Uranium","Primary Fuel",2023,82931.784039
"12697","Global Net-zero","Canada","Uranium","Primary Fuel",2023,82301.739558
"12698","Canada Net-zero","Canada","Wind","Primary Fuel",2023,53497.881539933
"12699","Current Measures","Canada","Wind","Primary Fuel",2023,50366.713759133
"12700","Global Net-zero","Canada","Wind","Primary Fuel",2023,54408.918689733
"12701","Canada Net-zero","Canada","Biomass / Geothermal","Primary Fuel",2024,9912.011759773
"12702","Current Measures","Canada","Biomass / Geothermal","Primary Fuel",2024,10077.996292775
"12703","Global Net-zero","Canada","Biomass / Geothermal","Primary Fuel",2024,10207.995169469
"12704","Canada Net-zero","Canada","Coal & Coke","Primary Fuel",2024,11310.90527707
"12705","Current Measures","Canada","Coal & Coke","Primary Fuel",2024,11319.47833794
"12706","Global Net-zero","Canada","Coal & Coke","Primary Fuel",2024,11310.03733059
"12707","Canada Net-zero","Canada","Hydro / Wave / Tidal","Primary Fuel",2024,380279.933832
"12708","Current Measures","Canada","Hydro / Wave / Tidal","Primary Fuel",2024,381398.8849062
"12709","Global Net-zero","Canada","Hydro / Wave / Tidal","Primary Fuel",2024,379623.3074576
"12710","Canada Net-zero","Canada","Natural Gas","Primary Fuel",2024,99586.79679126
"12711","Current Measures","Canada","Natural Gas","Primary Fuel",2024,106983.7874208
"12712","Global Net-zero","Canada","Natural Gas","Primary Fuel",2024,97732.6479416
"12713","Canada Net-zero","Canada","Oil","Primary Fuel",2024,1442.48128911
"12714","Current Measures","Canada","Oil","Primary Fuel",2024,1498.920482042
"12715","Global Net-zero","Canada","Oil","Primary Fuel",2024,1429.404477074
"12716","Canada Net-zero","Canada","Solar","Primary Fuel",2024,11251.829094387
"12717","Current Measures","Canada","Solar","Primary Fuel",2024,11777.588261717
"12718","Global Net-zero","Canada","Solar","Primary Fuel",2024,10951.558317213
"12719","Canada Net-zero","Canada","Uranium","Primary Fuel",2024,85555.414729
"12720","Current Measures","Canada","Uranium","Primary Fuel",2024,86035.524731
"12721","Global Net-zero","Canada","Uranium","Primary Fuel",2024,85400.518934
"12722","Canada Net-zero","Canada","Wind","Primary Fuel",2024,59566.308611133
"12723","Current Measures","Canada","Wind","Primary Fuel",2024,56443.264342403
"12724","Global Net-zero","Canada","Wind","Primary Fuel",2024,59534.767689673
"12725","Canada Net-zero","Canada","Biomass / Geothermal","Primary Fuel",2025,7438.753611374
"12726","Current Measures","Canada","Biomass / Geothermal","Primary Fuel",2025,7838.554050521
"12727","Global Net-zero","Canada","Biomass / Geothermal","Primary Fuel",2025,8281.195859627
"12728","Canada Net-zero","Canada","Coal & Coke","Primary Fuel",2025,8184.232175852
"12729","Current Measures","Canada","Coal & Coke","Primary Fuel",2025,8132.4336
"12730","Global Net-zero","Canada","Coal & Coke","Primary Fuel",2025,8184.53893274
"12731","Canada Net-zero","Canada","Hydro / Wave / Tidal","Primary Fuel",2025,402575.8989481
"12732","Current Measures","Canada","Hydro / Wave / Tidal","Primary Fuel",2025,403350.844956
"12733","Global Net-zero","Canada","Hydro / Wave / Tidal","Primary Fuel",2025,401733.5941194
"12734","Canada Net-zero","Canada","Natural Gas","Primary Fuel",2025,95006.34690342
"12735","Current Measures","Canada","Natural Gas","Primary Fuel",2025,106529.0715312
"12736","Global Net-zero","Canada","Natural Gas","Primary Fuel",2025,98076.846424262
"12737","Canada Net-zero","Canada","Oil","Primary Fuel",2025,1378.336720258
"12738","Current Measures","Canada","Oil","Primary Fuel",2025,1379.91054698
"12739","Global Net-zero","Canada","Oil","Primary Fuel",2025,1355.499387185
"12740","Canada Net-zero","Canada","Solar","Primary Fuel",2025,12184.916418629
"12741","Current Measures","Canada","Solar","Primary Fuel",2025,12140.310302533
"12742","Global Net-zero","Canada","Solar","Primary Fuel",2025,11707.129680058
"12743","Canada Net-zero","Canada","Uranium","Primary Fuel",2025,78449.030234
"12744","Current Measures","Canada","Uranium","Primary Fuel",2025,78631.374318
"12745","Global Net-zero","Canada","Uranium","Primary Fuel",2025,78278.040187
"12746","Canada Net-zero","Canada","Wind","Primary Fuel",2025,64389.47544953
"12747","Current Measures","Canada","Wind","Primary Fuel",2025,57101.81195939
"12748","Global Net-zero","Canada","Wind","Primary Fuel",2025,60429.06123797
"12749","Canada Net-zero","Canada","Biomass / Geothermal","Primary Fuel",2026,7449.829701048
"12750","Current Measures","Canada","Biomass / Geothermal","Primary Fuel",2026,7838.048527547
"12751","Global Net-zero","Canada","Biomass / Geothermal","Primary Fuel",2026,8048.59255612
"12752","Canada Net-zero","Canada","Coal & Coke","Primary Fuel",2026,8185.309409559
"12753","Current Measures","Canada","Coal & Coke","Primary Fuel",2026,8132.4336
"12754","Global Net-zero","Canada","Coal & Coke","Primary Fuel",2026,8183.053102123
"12755","Canada Net-zero","Canada","Hydro / Wave / Tidal","Primary Fuel",2026,412930.06105
"12756","Current Measures","Canada","Hydro / Wave / Tidal","Primary Fuel",2026,411765.0065182
"12757","Global Net-zero","Canada","Hydro / Wave / Tidal","Primary Fuel",2026,411852.5638981
"12758","Canada Net-zero","Canada","Natural Gas","Primary Fuel",2026,99038.142848512
"12759","Current Measures","Canada","Natural Gas","Primary Fuel",2026,111760.3709142
"12760","Global Net-zero","Canada","Natural Gas","Primary Fuel",2026,100957.426995575
"12761","Canada Net-zero","Canada","Oil","Primary Fuel",2026,1085.557864251
"12762","Current Measures","Canada","Oil","Primary Fuel",2026,1086.34840848
"12763","Global Net-zero","Canada","Oil","Primary Fuel",2026,1144.654982847
"12764","Canada Net-zero","Canada","Solar","Primary Fuel",2026,12951.795487078
"12765","Current Measures","Canada","Solar","Primary Fuel",2026,12400.519711196
"12766","Global Net-zero","Canada","Solar","Primary Fuel",2026,12370.849179029
"12767","Canada Net-zero","Canada","Uranium","Primary Fuel",2026,75979.703899
"12768","Current Measures","Canada","Uranium","Primary Fuel",2026,75823.296729
"12769","Global Net-zero","Canada","Uranium","Primary Fuel",2026,76028.6737
"12770","Canada Net-zero","Canada","Wind","Primary Fuel",2026,69813.90238843
"12771","Current Measures","Canada","Wind","Primary Fuel",2026,62828.13529641
"12772","Global Net-zero","Canada","Wind","Primary Fuel",2026,67972.81576467
"12773","Canada Net-zero","Canada","Biomass / Geothermal","Primary Fuel",2027,7744.970495815
"12774","Current Measures","Canada","Biomass / Geothermal","Primary Fuel",2027,8075.268053584
"12775","Global Net-zero","Canada","Biomass / Geothermal","Primary Fuel",2027,7787.56568728
"12776","Canada Net-zero","Canada","Coal & Coke","Primary Fuel",2027,7421.101184
"12777","Current Measures","Canada","Coal & Coke","Primary Fuel",2027,7367.6856
"12778","Global Net-zero","Canada","Coal & Coke","Primary Fuel",2027,7418.0556
"12779","Canada Net-zero","Canada","Hydro / Wave / Tidal","Primary Fuel",2027,421814.7169571
"12780","Current Measures","Canada","Hydro / Wave / Tidal","Primary Fuel",2027,418466.4097425
"12781","Global Net-zero","Canada","Hydro / Wave / Tidal","Primary Fuel",2027,419981.8760899
"12782","Canada Net-zero","Canada","Natural Gas","Primary Fuel",2027,106000.471684941
"12783","Current Measures","Canada","Natural Gas","Primary Fuel",2027,118551.4200212
"12784","Global Net-zero","Canada","Natural Gas","Primary Fuel",2027,106986.58565935
"12785","Canada Net-zero","Canada","Oil","Primary Fuel",2027,1079.796403478
"12786","Current Measures","Canada","Oil","Primary Fuel",2027,1071.61562204
"12787","Global Net-zero","Canada","Oil","Primary Fuel",2027,1181.391737858
"12788","Canada Net-zero","Canada","Solar","Primary Fuel",2027,13754.205625619
"12789","Current Measures","Canada","Solar","Primary Fuel",2027,12660.479688531
"12790","Global Net-zero","Canada","Solar","Primary Fuel",2027,13034.401543692
"12791","Canada Net-zero","Canada","Uranium","Primary Fuel",2027,75878.58009
"12792","Current Measures","Canada","Uranium","Primary Fuel",2027,75114.807865
"12793","Global Net-zero","Canada","Uranium","Primary Fuel",2027,76035.121192
"12794","Canada Net-zero","Canada","Wind","Primary Fuel",2027,75286.27279473
"12795","Current Measures","Canada","Wind","Primary Fuel",2027,66229.55119064
"12796","Global Net-zero","Canada","Wind","Primary Fuel",2027,73531.38031522
"12797","Canada Net-zero","Canada","Biomass / Geothermal","Primary Fuel",2028,7888.403175309
"12798","Current Measures","Canada","Biomass / Geothermal","Primary Fuel",2028,8484.833357802
"12799","Global Net-zero","Canada","Biomass / Geothermal","Primary Fuel",2028,8255.758061625
"12800","Canada Net-zero","Canada","Coal & Coke","Primary Fuel",2028,6253.75046
"12801","Current Measures","Canada","Coal & Coke","Primary Fuel",2028,6253.34571
"12802","Global Net-zero","Canada","Coal & Coke","Primary Fuel",2028,6253.34571
"12803","Canada Net-zero","Canada","Hydro / Wave / Tidal","Primary Fuel",2028,429629.5081245
"12804","Current Measures","Canada","Hydro / Wave / Tidal","Primary Fuel",2028,423842.2797752
"12805","Global Net-zero","Canada","Hydro / Wave / Tidal","Primary Fuel",2028,426869.5002636
"12806","Canada Net-zero","Canada","Natural Gas","Primary Fuel",2028,111172.02981816
"12807","Current Measures","Canada","Natural Gas","Primary Fuel",2028,119634.9192032
"12808","Global Net-zero","Canada","Natural Gas","Primary Fuel",2028,110925.75358862
"12809","Canada Net-zero","Canada","Oil","Primary Fuel",2028,1355.68422004
"12810","Current Measures","Canada","Oil","Primary Fuel",2028,1333.15280568
"12811","Global Net-zero","Canada","Oil","Primary Fuel",2028,1482.015382503
"12812","Canada Net-zero","Canada","Solar","Primary Fuel",2028,14563.826366265
"12813","Current Measures","Canada","Solar","Primary Fuel",2028,12920.444738722
"12814","Global Net-zero","Canada","Solar","Primary Fuel",2028,13697.950939573
"12815","Canada Net-zero","Canada","Uranium","Primary Fuel",2028,78808.257876
"12816","Current Measures","Canada","Uranium","Primary Fuel",2028,76919.70997
"12817","Global Net-zero","Canada","Uranium","Primary Fuel",2028,79075.158457
"12818","Canada Net-zero","Canada","Wind","Primary Fuel",2028,81133.14762883
"12819","Current Measures","Canada","Wind","Primary Fuel",2028,73127.78743513
"12820","Global Net-zero","Canada","Wind","Primary Fuel",2028,79436.82392782
"12821","Canada Net-zero","Canada","Biomass / Geothermal","Primary Fuel",2029,8032.671532875
"12822","Current Measures","Canada","Biomass / Geothermal","Primary Fuel",2029,9000.890816261
"12823","Global Net-zero","Canada","Biomass / Geothermal","Primary Fuel",2029,7537.46692035
"12824","Canada Net-zero","Canada","Coal & Coke","Primary Fuel",2029,3606.369953
"12825","Current Measures","Canada","Coal & Coke","Primary Fuel",2029,3605.27076
"12826","Global Net-zero","Canada","Coal & Coke","Primary Fuel",2029,3605.27076
"12827","Canada Net-zero","Canada","Hydro / Wave / Tidal","Primary Fuel",2029,440439.6663163
"12828","Current Measures","Canada","Hydro / Wave / Tidal","Primary Fuel",2029,431509.2531059
"12829","Global Net-zero","Canada","Hydro / Wave / Tidal","Primary Fuel",2029,436540.3774861
"12830","Canada Net-zero","Canada","Natural Gas","Primary Fuel",2029,119846.08748952
"12831","Current Measures","Canada","Natural Gas","Primary Fuel",2029,125261.58239226
"12832","Global Net-zero","Canada","Natural Gas","Primary Fuel",2029,118135.09776197
"12833","Canada Net-zero","Canada","Oil","Primary Fuel",2029,1040.44642927
"12834","Current Measures","Canada","Oil","Primary Fuel",2029,998.4384299
"12835","Global Net-zero","Canada","Oil","Primary Fuel",2029,1181.329953184
"12836","Canada Net-zero","Canada","Solar","Primary Fuel",2029,15376.161797381
"12837","Current Measures","Canada","Solar","Primary Fuel",2029,13180.41243828
"12838","Global Net-zero","Canada","Solar","Primary Fuel",2029,14361.499042134
"12839","Canada Net-zero","Canada","Uranium","Primary Fuel",2029,81221.400291
"12840","Current Measures","Canada","Uranium","Primary Fuel",2029,78182.704537
"12841","Global Net-zero","Canada","Uranium","Primary Fuel",2029,81493.795846
"12842","Canada Net-zero","Canada","Wind","Primary Fuel",2029,86995.21709843
"12843","Current Measures","Canada","Wind","Primary Fuel",2029,76749.62535966
"12844","Global Net-zero","Canada","Wind","Primary Fuel",2029,85234.37888623
"12845","Canada Net-zero","Canada","Biomass / Geothermal","Primary Fuel",2030,8890.065375308
"12846","Current Measures","Canada","Biomass / Geothermal","Primary Fuel",2030,9204.796583038
"12847","Global Net-zero","Canada","Biomass / Geothermal","Primary Fuel",2030,7426.038753951
"12848","Canada Net-zero","Canada","Coal & Coke","Primary Fuel",2030,656.143304188
"12849","Current Measures","Canada","Coal & Coke","Primary Fuel",2030,654.81
"12850","Global Net-zero","Canada","Coal & Coke","Primary Fuel",2030,654.892900268
"12851","Canada Net-zero","Canada","Hydro / Wave / Tidal","Primary Fuel",2030,447858.3872236
"12852","Current Measures","Canada","Hydro / Wave / Tidal","Primary Fuel",2030,437850.345549
"12853","Global Net-zero","Canada","Hydro / Wave / Tidal","Primary Fuel",2030,443003.0790848
"12854","Canada Net-zero","Canada","Natural Gas","Primary Fuel",2030,127353.656709481
"12855","Current Measures","Canada","Natural Gas","Primary Fuel",2030,128015.91440784
"12856","Global Net-zero","Canada","Natural Gas","Primary Fuel",2030,122842.69120055
"12857","Canada Net-zero","Canada","Oil","Primary Fuel",2030,813.208966063
"12858","Current Measures","Canada","Oil","Primary Fuel",2030,683.7856921
"12859","Global Net-zero","Canada","Oil","Primary Fuel",2030,914.761661265
"12860","Canada Net-zero","Canada","Solar","Primary Fuel",2030,16278.469306124
"12861","Current Measures","Canada","Solar","Primary Fuel",2030,13504.244065242
"12862","Global Net-zero","Canada","Solar","Primary Fuel",2030,15114.336242205
"12863","Canada Net-zero","Canada","Uranium","Primary Fuel",2030,87490.120266
"12864","Current Measures","Canada","Uranium","Primary Fuel",2030,82253.634713
"12865","Global Net-zero","Canada","Uranium","Primary Fuel",2030,87624.80625
"12866","Canada Net-zero","Canada","Wind","Primary Fuel",2030,94244.94412188
"12867","Current Measures","Canada","Wind","Primary Fuel",2030,80824.64248048
"12868","Global Net-zero","Canada","Wind","Primary Fuel",2030,92447.75087308
"12869","Canada Net-zero","Canada","Biomass / Geothermal","Primary Fuel",2031,11744.702077743
"12870","Current Measures","Canada","Biomass / Geothermal","Primary Fuel",2031,10216.249258083
"12871","Global Net-zero","Canada","Biomass / Geothermal","Primary Fuel",2031,10268.807150662
"12872","Canada Net-zero","Canada","Coal & Coke","Primary Fuel",2031,654.81
"12873","Current Measures","Canada","Coal & Coke","Primary Fuel",2031,654.81
"12874","Global Net-zero","Canada","Coal & Coke","Primary Fuel",2031,654.81
"12875","Canada Net-zero","Canada","Hydro / Wave / Tidal","Primary Fuel",2031,450287.1946831
"12876","Current Measures","Canada","Hydro / Wave / Tidal","Primary Fuel",2031,438015.9089342
"12877","Global Net-zero","Canada","Hydro / Wave / Tidal","Primary Fuel",2031,446336.9805422
"12878","Canada Net-zero","Canada","Natural Gas","Primary Fuel",2031,103840.55542774
"12879","Current Measures","Canada","Natural Gas","Primary Fuel",2031,130249.585775552
"12880","Global Net-zero","Canada","Natural Gas","Primary Fuel",2031,104728.891559758
"12881","Canada Net-zero","Canada","Oil","Primary Fuel",2031,864.842397401
"12882","Current Measures","Canada","Oil","Primary Fuel",2031,688.50526461
"12883","Global Net-zero","Canada","Oil","Primary Fuel",2031,956.179950433
"12884","Canada Net-zero","Canada","Solar","Primary Fuel",2031,22117.540867195
"12885","Current Measures","Canada","Solar","Primary Fuel",2031,15816.594945898
"12886","Global Net-zero","Canada","Solar","Primary Fuel",2031,20577.389875323
"12887","Canada Net-zero","Canada","Uranium","Primary Fuel",2031,103909.508179
"12888","Current Measures","Canada","Uranium","Primary Fuel",2031,82523.05193
"12889","Global Net-zero","Canada","Uranium","Primary Fuel",2031,95361.02499271
"12890","Canada Net-zero","Canada","Wind","Primary Fuel",2031,123469.77105988
"12891","Current Measures","Canada","Wind","Primary Fuel",2031,86494.02012828
"12892","Global Net-zero","Canada","Wind","Primary Fuel",2031,111254.59078711
"12893","Canada Net-zero","Canada","Biomass / Geothermal","Primary Fuel",2032,16415.705209648
"12894","Current Measures","Canada","Biomass / Geothermal","Primary Fuel",2032,11268.86055169
"12895","Global Net-zero","Canada","Biomass / Geothermal","Primary Fuel",2032,13828.83537911
"12896","Canada Net-zero","Canada","Coal & Coke","Primary Fuel",2032,656.0175
"12897","Current Measures","Canada","Coal & Coke","Primary Fuel",2032,654.81
"12898","Global Net-zero","Canada","Coal & Coke","Primary Fuel",2032,654.81
"12899","Canada Net-zero","Canada","Hydro / Wave / Tidal","Primary Fuel",2032,453141.7046445
"12900","Current Measures","Canada","Hydro / Wave / Tidal","Primary Fuel",2032,439060.6859843
"12901","Global Net-zero","Canada","Hydro / Wave / Tidal","Primary Fuel",2032,450324.9207199
"12902","Canada Net-zero","Canada","Natural Gas","Primary Fuel",2032,80909.91230452
"12903","Current Measures","Canada","Natural Gas","Primary Fuel",2032,133246.202713549
"12904","Global Net-zero","Canada","Natural Gas","Primary Fuel",2032,86058.73463122
"12905","Canada Net-zero","Canada","Oil","Primary Fuel",2032,914.960977187
"12906","Current Measures","Canada","Oil","Primary Fuel",2032,693.90169753
"12907","Global Net-zero","Canada","Oil","Primary Fuel",2032,935.941447057
"12908","Canada Net-zero","Canada","Solar","Primary Fuel",2032,27958.731349946
"12909","Current Measures","Canada","Solar","Primary Fuel",2032,18128.950423776
"12910","Global Net-zero","Canada","Solar","Primary Fuel",2032,26041.927020647
"12911","Canada Net-zero","Canada","Uranium","Primary Fuel",2032,121256.5296724
"12912","Current Measures","Canada","Uranium","Primary Fuel",2032,83399.247598
"12913","Global Net-zero","Canada","Uranium","Primary Fuel",2032,104341.0093224
"12914","Canada Net-zero","Canada","Wind","Primary Fuel",2032,145957.66965188
"12915","Current Measures","Canada","Wind","Primary Fuel",2032,92725.90067601
"12916","Global Net-zero","Canada","Wind","Primary Fuel",2032,130403.24110913
"12917","Canada Net-zero","Canada","Biomass / Geothermal","Primary Fuel",2033,18032.21675348
"12918","Current Measures","Canada","Biomass / Geothermal","Primary Fuel",2033,13199.808593407
"12919","Global Net-zero","Canada","Biomass / Geothermal","Primary Fuel",2033,17871.669995806
"12920","Canada Net-zero","Canada","Coal & Coke","Primary Fuel",2033,659.64
"12921","Current Measures","Canada","Coal & Coke","Primary Fuel",2033,654.81
"12922","Global Net-zero","Canada","Coal & Coke","Primary Fuel",2033,654.81
"12923","Canada Net-zero","Canada","Hydro / Wave / Tidal","Primary Fuel",2033,455851.9299912
"12924","Current Measures","Canada","Hydro / Wave / Tidal","Primary Fuel",2033,439135.6093078
"12925","Global Net-zero","Canada","Hydro / Wave / Tidal","Primary Fuel",2033,454028.5815472
"12926","Canada Net-zero","Canada","Natural Gas","Primary Fuel",2033,61851.201734308
"12927","Current Measures","Canada","Natural Gas","Primary Fuel",2033,134415.934960693
"12928","Global Net-zero","Canada","Natural Gas","Primary Fuel",2033,69814.97481349
"12929","Canada Net-zero","Canada","Oil","Primary Fuel",2033,929.943848775
"12930","Current Measures","Canada","Oil","Primary Fuel",2033,701.17032315
"12931","Global Net-zero","Canada","Oil","Primary Fuel",2033,942.5568668
"12932","Canada Net-zero","Canada","Solar","Primary Fuel",2033,33694.867112925
"12933","Current Measures","Canada","Solar","Primary Fuel",2033,20441.297491362
"12934","Global Net-zero","Canada","Solar","Primary Fuel",2033,31473.452071171
"12935","Canada Net-zero","Canada","Uranium","Primary Fuel",2033,137180.270858
"12936","Current Measures","Canada","Uranium","Primary Fuel",2033,83857.685153
"12937","Global Net-zero","Canada","Uranium","Primary Fuel",2033,112752.3186385
"12938","Canada Net-zero","Canada","Wind","Primary Fuel",2033,167553.12177188
"12939","Current Measures","Canada","Wind","Primary Fuel",2033,98815.6413267
"12940","Global Net-zero","Canada","Wind","Primary Fuel",2033,148993.78742909
"12941","Canada Net-zero","Canada","Biomass / Geothermal","Primary Fuel",2034,19130.75936828
"12942","Current Measures","Canada","Biomass / Geothermal","Primary Fuel",2034,15549.303018209
"12943","Global Net-zero","Canada","Biomass / Geothermal","Primary Fuel",2034,20069.946487202
"12944","Canada Net-zero","Canada","Coal & Coke","Primary Fuel",2034,660.9999396
"12945","Current Measures","Canada","Coal & Coke","Primary Fuel",2034,654.81
"12946","Global Net-zero","Canada","Coal & Coke","Primary Fuel",2034,654.81
"12947","Canada Net-zero","Canada","Hydro / Wave / Tidal","Primary Fuel",2034,458416.1888169
"12948","Current Measures","Canada","Hydro / Wave / Tidal","Primary Fuel",2034,438900.4335828
