Scenario,Region,Variable,Year,Value,Unit,Associated_MI
Current Measures,Canada,Total,2030,185.725380669,GW,"Grid, Distribution grid"
Current Measures,Canada,Total,2030,185.725380669,GW,"Grid, Transmission transformers"
Current Measures,Canada,Total,2030,185.725380669,GW,"Grid, Distribution transformers"
Current Measures,Canada,Total,2031,188.297190302,GW,"Grid, Transmission grid"
Current Measures,Canada,Total,2031,188.297190302,GW,"Grid, Distribution grid"
Current Measures,Canada,Total,2031,188.297190302,GW,"Grid, Transmission transformers"
Current Measures,Canada,Total,2031,188.297190302,GW,"Grid, Distribution transformers"
Current Measures,Canada,Total,2032,193.168399935,GW,"Grid, Transmission grid"
Current Measures,Canada,Total,2032,193.168399935,GW,"Grid, Distribution grid"
Current Measures,Canada,Total,2032,193.168399935,GW,"Grid, Transmission transformers"
Current Measures,Canada,Total,2032,193.168399935,GW,"Grid, Distribution transformers"
Current Measures,Canada,Total,2033,197.63560956799898,GW,"Grid, Transmission grid"
Current Measures,Canada,Total,2033,197.63560956799898,GW,"Grid, Distribution grid"
Current Measures,Canada,Total,2033,197.63560956799898,GW,"Grid, Transmission transformers"
Current Measures,Canada,Total,2033,197.63560956799898,GW,"Grid, Distribution transformers"
Current Measures,Canada,Total,2034,202.742819201,GW,"Grid, Transmission grid"
Current Measures,Canada,Total,2034,202.742819201,GW,"Grid, Distribution grid"
Current Measures,Canada,Total,2034,202.742819201,GW,"Grid, Transmission transformers"
Current Measures,Canada,Total,2034,202.742819201,GW,"Grid, Distribution transformers"
Current Measures,Canada,Total,2035,207.45549883500001,GW,"Grid, Transmission grid"
Current Measures,Canada,Total,2035,207.45549883500001,GW,"Grid, Distribution grid"
Current Measures,Canada,Total,2035,207.45549883500001,GW,"Grid, Transmission transformers"
Current Measures,Canada,Total,2035,207.45549883500001,GW,"Grid, Distribution transformers"
Current Measures,Canada,Total,2036,210.531708468,GW,"Grid, Transmission grid"
Current Measures,Canada,Total,2036,210.531708468,GW,"Grid, Distribution grid"
Current Measures,Canada,Total,2036,210.531708468,GW,"Grid, Transmission transformers"
Current Measures,Canada,Total,2036,210.531708468,GW,"Grid, Distribution transformers"
Current Measures,Canada,Total,2037,214.910918101,GW,"Grid, Transmission grid"
Current Measures,Canada,Total,2037,214.910918101,GW,"Grid, Distribution grid"
Current Measures,Canada,Total,2037,214.910918101,GW,"Grid, Transmission transformers"
Current Measures,Canada,Total,2037,214.910918101,GW,"Grid, Distribution transformers"
Current Measures,Canada,Total,2038,218.652127734,GW,"Grid, Transmission grid"
Current Measures,Canada,Total,2038,218.652127734,GW,"Grid, Distribution grid"
Current Measures,Canada,Total,2038,218.652127734,GW,"Grid, Transmission transformers"
Current Measures,Canada,Total,2038,218.652127734,GW,"Grid, Distribution transformers"
Current Measures,Canada,Total,2039,221.977337367,GW,"Grid, Transmission grid"
Current Measures,Canada,Total,2039,221.977337367,GW,"Grid, Distribution grid"
Current Measures,Canada,Total,2039,221.977337367,GW,"Grid, Transmission transformers"
Current Measures,Canada,Total,2039,221.977337367,GW,"Grid, Distribution transformers"
Current Measures,Canada,Total,2040,224.77844699999997,GW,"Grid, Transmission grid"
Current Measures,Canada,Total,2040,224.77844699999997,GW,"Grid, Distribution grid"
Current Measures,Canada,Total,2040,224.77844699999997,GW,"Grid, Transmission transformers"
Current Measures,Canada,Total,2040,224.77844699999997,GW,"Grid, Distribution transformers"
Current Measures,Canada,Total,2041,230.33354699999998,GW,"Grid, Transmission grid"
Current Measures,Canada,Total,2041,230.33354699999998,GW,"Grid, Distribution grid"
Current Measures,Canada,Total,2041,230.33354699999998,GW,"Grid, Transmission transformers"
Current Measures,Canada,Total,2041,230.33354699999998,GW,"Grid, Distribution transformers"
Current Measures,Canada,Total,2042,234.67284700000002,GW,"Grid, Transmission grid"
Current Measures,Canada,Total,2042,234.67284700000002,GW,"Grid, Distribution grid"
Current Measures,Canada,Total,2042,234.67284700000002,GW,"Grid, Transmission transformers"
Current Measures,Canada,Total,2042,234.67284700000002,GW,"Grid, Distribution transformers"
Current Measures,Canada,Total,2043,240.613047,GW,"Grid, Transmission grid"
Current Measures,Canada,Total,2043,240.613047,GW,"Grid, Distribution grid"
Current Measures,Canada,Total,2043,240.613047,GW,"Grid, Transmission transformers"
Current Measures,Canada,Total,2043,240.613047,GW,"Grid, Distribution transformers"
Current Measures,Canada,Total,2044,245.401247,GW,"Grid, Transmission grid"
Current Measures,Canada,Total,2044,245.401247,GW,"Grid, Distribution grid"
Current Measures,Canada,Total,2044,245.401247,GW,"Grid, Transmission transformers"
Current Measures,Canada,Total,2044,245.401247,GW,"Grid, Distribution transformers"
Current Measures,Canada,Total,2045,249.347382,GW,"Grid, Transmission grid"
Current Measures,Canada,Total,2045,249.347382,GW,"Grid, Distribution grid"
Current Measures,Canada,Total,2045,249.347382,GW,"Grid, Transmission transformers"
Current Measures,Canada,Total,2045,249.347382,GW,"Grid, Distribution transformers"
Current Measures,Canada,Total,2046,252.543185,GW,"Grid, Transmission grid"
Current Measures,Canada,Total,2046,252.543185,GW,"Grid, Distribution grid"
Current Measures,Canada,Total,2046,252.543185,GW,"Grid, Transmission transformers"
Current Measures,Canada,Total,2046,252.543185,GW,"Grid, Distribution transformers"
Current Measures,Canada,Total,2047,256.949385,GW,"Grid, Transmission grid"
Current Measures,Canada,Total,2047,256.949385,GW,"Grid, Distribution grid"
Current Measures,Canada,Total,2047,256.949385,GW,"Grid, Transmission transformers"
Current Measures,Canada,Total,2047,256.949385,GW,"Grid, Distribution transformers"
Current Measures,Canada,Total,2048,260.709585,GW,"Grid, Transmission grid"
Current Measures,Canada,Total,2048,260.709585,GW,"Grid, Distribution grid"
Current Measures,Canada,Total,2048,260.709585,GW,"Grid, Transmission transformers"
Current Measures,Canada,Total,2048,260.709585,GW,"Grid, Distribution transformers"
Current Measures,Canada,Total,2049,265.08178499999997,GW,"Grid, Transmission grid"
Current Measures,Canada,Total,2049,265.08178499999997,GW,"Grid, Distribution grid"
Current Measures,Canada,Total,2049,265.08178499999997,GW,"Grid, Transmission transformers"
Current Measures,Canada,Total,2049,265.08178499999997,GW,"Grid, Distribution transformers"
Current Measures,Canada,Total,2050,267.717185,GW,"Grid, Transmission grid"
Current Measures,Canada,Total,2050,267.717185,GW,"Grid, Distribution grid"
Current Measures,Canada,Total,2050,267.717185,GW,"Grid, Transmission transformers"
Current Measures,Canada,Total,2050,267.717185,GW,"Grid, Distribution transformers"
Canada Net-zero,Canada,Onshore Wind,2020,13.66131,GW,"Wind, Onshore"
Current Measures,Canada,Uranium,2021,13.105,GW,"Nuclear, Nuclear Aggregated"
Current Measures,Canada,Uranium,2022,13.105,GW,"Nuclear, Nuclear Aggregated"
Current Measures,Canada,Uranium,2023,12.105,GW,"Nuclear, Nuclear Aggregated"
Current Measures,Canada,Uranium,2024,12.105,GW,"Nuclear, Nuclear Aggregated"
Current Measures,Canada,Uranium,2025,12.105,GW,"Nuclear, Nuclear Aggregated"
Current Measures,Canada,Uranium,2026,11.205,GW,"Nuclear, Nuclear Aggregated"
Current Measures,Canada,Uranium,2027,10.805,GW,"Nuclear, Nuclear Aggregated"
Current Measures,Canada,Uranium,2028,10.805,GW,"Nuclear, Nuclear Aggregated"
Current Measures,Canada,Uranium,2029,10.805,GW,"Nuclear, Nuclear Aggregated"
Current Measures,Canada,Uranium,2030,10.805,GW,"Nuclear, Nuclear Aggregated"
Current Measures,Canada,Uranium,2031,10.805,GW,"Nuclear, Nuclear Aggregated"
Current Measures,Canada,Uranium,2032,10.805,GW,"Nuclear, Nuclear Aggregated"
Current Measures,Canada,Uranium,2033,10.805,GW,"Nuclear, Nuclear Aggregated"
Current Measures,Canada,Uranium,2034,11.605,GW,"Nuclear, Nuclear Aggregated"
Current Measures,Canada,Uranium,2035,11.605,GW,"Nuclear, Nuclear Aggregated"
Current Measures,Canada,Uranium,2036,11.605,GW,"Nuclear, Nuclear Aggregated"
Current Measures,Canada,Uranium,2037,11.605,GW,"Nuclear, Nuclear Aggregated"
Current Measures,Canada,Uranium,2038,11.605,GW,"Nuclear, Nuclear Aggregated"
Current Measures,Canada,Uranium,2039,11.605,GW,"Nuclear, Nuclear Aggregated"
Current Measures,Canada,Uranium,2040,11.605,GW,"Nuclear, Nuclear Aggregated"
Current Measures,Canada,Uranium,2041,11.605,GW,"Nuclear, Nuclear Aggregated"
Current Measures,Canada,Uranium,2042,10.9,GW,"Nuclear, Nuclear Aggregated"
Current Measures,Canada,Uranium,2043,10.9,GW,"Nuclear, Nuclear Aggregated"
Current Measures,Canada,Uranium,2044,11.579,GW,"Nuclear, Nuclear Aggregated"
Current Measures,Canada,Uranium,2045,11.579,GW,"Nuclear, Nuclear Aggregated"
Current Measures,Canada,Uranium,2046,11.579,GW,"Nuclear, Nuclear Aggregated"
Current Measures,Canada,Uranium,2047,11.579,GW,"Nuclear, Nuclear Aggregated"
Current Measures,Canada,Uranium,2048,11.579,GW,"Nuclear, Nuclear Aggregated"
Current Measures,Canada,Uranium,2049,11.579,GW,"Nuclear, Nuclear Aggregated"
Current Measures,Canada,Uranium,2050,11.579,GW,"Nuclear, Nuclear Aggregated"
Current Measures,Canada,Onshore Wind,2020,13.66131,GW,"Wind, Onshore"
Current Measures,Canada,Uranium SMR,2021,0.0,GW,"Nuclear, Nuclear Boiling water power plant"
Current Measures,Canada,Uranium SMR,2021,0.0,GW,"Nuclear, HTGR"
Current Measures,Canada,Uranium SMR,2022,0.0,GW,"Nuclear, Nuclear Boiling water power plant"
Current Measures,Canada,Uranium SMR,2022,0.0,GW,"Nuclear, HTGR"
Current Measures,Canada,Uranium SMR,2023,0.0,GW,"Nuclear, Nuclear Boiling water power plant"
Current Measures,Canada,Uranium SMR,2023,0.0,GW,"Nuclear, HTGR"
Current Measures,Canada,Uranium SMR,2024,0.0,GW,"Nuclear, Nuclear Boiling water power plant"
Current Measures,Canada,Uranium SMR,2024,0.0,GW,"Nuclear, HTGR"
Current Measures,Canada,Uranium SMR,2025,0.0,GW,"Nuclear, Nuclear Boiling water power plant"
Current Measures,Canada,Uranium SMR,2025,0.0,GW,"Nuclear, HTGR"
Current Measures,Canada,Uranium SMR,2026,0.0,GW,"Nuclear, Nuclear Boiling water power plant"
Current Measures,Canada,Uranium SMR,2026,0.0,GW,"Nuclear, HTGR"
Current Measures,Canada,Uranium SMR,2027,0.0,GW,"Nuclear, Nuclear Boiling water power plant"
Current Measures,Canada,Uranium SMR,2027,0.0,GW,"Nuclear, HTGR"
Current Measures,Canada,Uranium SMR,2028,0.0,GW,"Nuclear, Nuclear Boiling water power plant"
Current Measures,Canada,Uranium SMR,2028,0.0,GW,"Nuclear, HTGR"
Current Measures,Canada,Uranium SMR,2029,0.0,GW,"Nuclear, Nuclear Boiling water power plant"
Current Measures,Canada,Uranium SMR,2029,0.0,GW,"Nuclear, HTGR"
Current Measures,Canada,Uranium SMR,2030,0.24,GW,"Nuclear, Nuclear Boiling water power plant"
Current Measures,Canada,Uranium SMR,2030,0.06,GW,"Nuclear, HTGR"
Current Measures,Canada,Uranium SMR,2031,0.24,GW,"Nuclear, Nuclear Boiling water power plant"
Current Measures,Canada,Uranium SMR,2031,0.06,GW,"Nuclear, HTGR"
Current Measures,Canada,Uranium SMR,2032,0.24,GW,"Nuclear, Nuclear Boiling water power plant"
Current Measures,Canada,Uranium SMR,2032,0.06,GW,"Nuclear, HTGR"
Current Measures,Canada,Uranium SMR,2033,0.24,GW,"Nuclear, Nuclear Boiling water power plant"
Current Measures,Canada,Uranium SMR,2033,0.06,GW,"Nuclear, HTGR"
Current Measures,Canada,Uranium SMR,2034,0.24,GW,"Nuclear, Nuclear Boiling water power plant"
Current Measures,Canada,Uranium SMR,2034,0.06,GW,"Nuclear, HTGR"
Current Measures,Canada,Uranium SMR,2035,0.24,GW,"Nuclear, Nuclear Boiling water power plant"
Current Measures,Canada,Uranium SMR,2035,0.06,GW,"Nuclear, HTGR"
Current Measures,Canada,Uranium SMR,2036,0.24,GW,"Nuclear, Nuclear Boiling water power plant"
Current Measures,Canada,Uranium SMR,2036,0.06,GW,"Nuclear, HTGR"
Current Measures,Canada,Uranium SMR,2037,0.24,GW,"Nuclear, Nuclear Boiling water power plant"
Current Measures,Canada,Uranium SMR,2037,0.06,GW,"Nuclear, HTGR"
Current Measures,Canada,Uranium SMR,2038,0.24,GW,"Nuclear, Nuclear Boiling water power plant"
Current Measures,Canada,Uranium SMR,2038,0.06,GW,"Nuclear, HTGR"
Current Measures,Canada,Uranium SMR,2039,0.24,GW,"Nuclear, Nuclear Boiling water power plant"
Current Measures,Canada,Uranium SMR,2039,0.06,GW,"Nuclear, HTGR"
Current Measures,Canada,Uranium SMR,2040,0.24,GW,"Nuclear, Nuclear Boiling water power plant"
Current Measures,Canada,Uranium SMR,2040,0.06,GW,"Nuclear, HTGR"
Current Measures,Canada,Uranium SMR,2041,0.24,GW,"Nuclear, Nuclear Boiling water power plant"
Current Measures,Canada,Uranium SMR,2041,0.06,GW,"Nuclear, HTGR"
Current Measures,Canada,Uranium SMR,2042,0.24,GW,"Nuclear, Nuclear Boiling water power plant"
Current Measures,Canada,Uranium SMR,2042,0.06,GW,"Nuclear, HTGR"
Current Measures,Canada,Uranium SMR,2043,0.24,GW,"Nuclear, Nuclear Boiling water power plant"
Current Measures,Canada,Uranium SMR,2043,0.06,GW,"Nuclear, HTGR"
Current Measures,Canada,Uranium SMR,2044,0.24,GW,"Nuclear, Nuclear Boiling water power plant"
Current Measures,Canada,Uranium SMR,2044,0.06,GW,"Nuclear, HTGR"
Current Measures,Canada,Uranium SMR,2045,0.24,GW,"Nuclear, Nuclear Boiling water power plant"
Current Measures,Canada,Uranium SMR,2045,0.06,GW,"Nuclear, HTGR"
Current Measures,Canada,Uranium SMR,2046,0.24,GW,"Nuclear, Nuclear Boiling water power plant"
Current Measures,Canada,Uranium SMR,2046,0.06,GW,"Nuclear, HTGR"
Current Measures,Canada,Uranium SMR,2047,0.24,GW,"Nuclear, Nuclear Boiling water power plant"
Current Measures,Canada,Uranium SMR,2047,0.06,GW,"Nuclear, HTGR"
Current Measures,Canada,Uranium SMR,2048,0.24,GW,"Nuclear, Nuclear Boiling water power plant"
Current Measures,Canada,Uranium SMR,2048,0.06,GW,"Nuclear, HTGR"
Current Measures,Canada,Uranium SMR,2049,0.24,GW,"Nuclear, Nuclear Boiling water power plant"
Current Measures,Canada,Uranium SMR,2049,0.06,GW,"Nuclear, HTGR"
Current Measures,Canada,Uranium SMR,2050,0.24,GW,"Nuclear, Nuclear Boiling water power plant"
Current Measures,Canada,Uranium SMR,2050,0.06,GW,"Nuclear, HTGR"
Global Net-zero,Canada,Onshore Wind,2020,13.66131,GW,"Wind, Onshore"
Canada Net-zero,Canada,Solar (Distributed),2020,2.35746082977,GW,"Solar PV, Aggregated"
Global Net-zero,Canada,Bioenergy,2021,2.5431,GW,"Biomass, Aggregated"
Global Net-zero,Canada,Bioenergy,2022,2.5431,GW,"Biomass, Aggregated"
Global Net-zero,Canada,Bioenergy,2023,2.5431,GW,"Biomass, Aggregated"
Global Net-zero,Canada,Bioenergy,2024,2.5431,GW,"Biomass, Aggregated"
Global Net-zero,Canada,Bioenergy,2025,2.5831999999999997,GW,"Biomass, Aggregated"
Global Net-zero,Canada,Bioenergy,2026,2.5831999999999997,GW,"Biomass, Aggregated"
Global Net-zero,Canada,Bioenergy,2027,2.5831999999999997,GW,"Biomass, Aggregated"
Global Net-zero,Canada,Bioenergy,2028,2.5831999999999997,GW,"Biomass, Aggregated"
Global Net-zero,Canada,Bioenergy,2029,2.5831999999999997,GW,"Biomass, Aggregated"
Global Net-zero,Canada,Bioenergy,2030,2.5831999999999997,GW,"Biomass, Aggregated"
Global Net-zero,Canada,Bioenergy,2031,2.5831999999999997,GW,"Biomass, Aggregated"
Global Net-zero,Canada,Bioenergy,2032,2.5831999999999997,GW,"Biomass, Aggregated"
Global Net-zero,Canada,Bioenergy,2033,2.5831999999999997,GW,"Biomass, Aggregated"
Global Net-zero,Canada,Bioenergy,2034,2.5831999999999997,GW,"Biomass, Aggregated"
Global Net-zero,Canada,Bioenergy,2035,2.5831999999999997,GW,"Biomass, Aggregated"
Global Net-zero,Canada,Bioenergy,2036,2.5831999999999997,GW,"Biomass, Aggregated"
Global Net-zero,Canada,Bioenergy,2037,2.5831999999999997,GW,"Biomass, Aggregated"
Global Net-zero,Canada,Bioenergy,2038,2.5831999999999997,GW,"Biomass, Aggregated"
Global Net-zero,Canada,Bioenergy,2039,2.5831999999999997,GW,"Biomass, Aggregated"
Global Net-zero,Canada,Bioenergy,2040,2.5831999999999997,GW,"Biomass, Aggregated"
Global Net-zero,Canada,Bioenergy,2041,2.5831999999999997,GW,"Biomass, Aggregated"
Global Net-zero,Canada,Bioenergy,2042,2.5831999999999997,GW,"Biomass, Aggregated"
Global Net-zero,Canada,Bioenergy,2043,2.5831999999999997,GW,"Biomass, Aggregated"
Global Net-zero,Canada,Bioenergy,2044,2.5831999999999997,GW,"Biomass, Aggregated"
Global Net-zero,Canada,Bioenergy,2045,2.5831999999999997,GW,"Biomass, Aggregated"
Global Net-zero,Canada,Bioenergy,2046,2.5831999999999997,GW,"Biomass, Aggregated"
Global Net-zero,Canada,Bioenergy,2047,2.5831999999999997,GW,"Biomass, Aggregated"
Global Net-zero,Canada,Bioenergy,2048,2.5831999999999997,GW,"Biomass, Aggregated"
Global Net-zero,Canada,Bioenergy,2049,2.5831999999999997,GW,"Biomass, Aggregated"
Global Net-zero,Canada,Bioenergy,2050,2.5831999999999997,GW,"Biomass, Aggregated"
Current Measures,Canada,Solar (Distributed),2020,2.35746082977,GW,"Solar PV, Aggregated"
Global Net-zero,Canada,Bioenergy with CCUS,2021,0.0,GW,"Biomass with CCS, Aggregated"
Global Net-zero,Canada,Bioenergy with CCUS,2022,0.0,GW,"Biomass with CCS, Aggregated"
Global Net-zero,Canada,Bioenergy with CCUS,2023,0.0,GW,"Biomass with CCS, Aggregated"
Global Net-zero,Canada,Bioenergy with CCUS,2024,0.0,GW,"Biomass with CCS, Aggregated"
Global Net-zero,Canada,Bioenergy with CCUS,2025,0.0,GW,"Biomass with CCS, Aggregated"
Global Net-zero,Canada,Bioenergy with CCUS,2026,0.0,GW,"Biomass with CCS, Aggregated"
Global Net-zero,Canada,Bioenergy with CCUS,2027,0.0,GW,"Biomass with CCS, Aggregated"
Global Net-zero,Canada,Bioenergy with CCUS,2028,0.0,GW,"Biomass with CCS, Aggregated"
Global Net-zero,Canada,Bioenergy with CCUS,2029,0.0,GW,"Biomass with CCS, Aggregated"
Global Net-zero,Canada,Bioenergy with CCUS,2030,0.0,GW,"Biomass with CCS, Aggregated"
Global Net-zero,Canada,Bioenergy with CCUS,2031,0.2904,GW,"Biomass with CCS, Aggregated"
Global Net-zero,Canada,Bioenergy with CCUS,2032,0.5796,GW,"Biomass with CCS, Aggregated"
Global Net-zero,Canada,Bioenergy with CCUS,2033,0.87,GW,"Biomass with CCS, Aggregated"
Global Net-zero,Canada,Bioenergy with CCUS,2034,1.1594,GW,"Biomass with CCS, Aggregated"
Global Net-zero,Canada,Bioenergy with CCUS,2035,1.4506,GW,"Biomass with CCS, Aggregated"
Global Net-zero,Canada,Bioenergy with CCUS,2036,1.761,GW,"Biomass with CCS, Aggregated"
Global Net-zero,Canada,Bioenergy with CCUS,2037,2.076,GW,"Biomass with CCS, Aggregated"
Global Net-zero,Canada,Bioenergy with CCUS,2038,2.382,GW,"Biomass with CCS, Aggregated"
Global Net-zero,Canada,Bioenergy with CCUS,2039,2.7,GW,"Biomass with CCS, Aggregated"
Global Net-zero,Canada,Bioenergy with CCUS,2040,3.004,GW,"Biomass with CCS, Aggregated"
Global Net-zero,Canada,Bioenergy with CCUS,2041,3.346,GW,"Biomass with CCS, Aggregated"
Global Net-zero,Canada,Bioenergy with CCUS,2042,3.67,GW,"Biomass with CCS, Aggregated"
Global Net-zero,Canada,Bioenergy with CCUS,2043,4.004,GW,"Biomass with CCS, Aggregated"
Global Net-zero,Canada,Bioenergy with CCUS,2044,4.346,GW,"Biomass with CCS, Aggregated"
Global Net-zero,Canada,Bioenergy with CCUS,2045,4.67,GW,"Biomass with CCS, Aggregated"
Global Net-zero,Canada,Bioenergy with CCUS,2046,5.034,GW,"Biomass with CCS, Aggregated"
Global Net-zero,Canada,Bioenergy with CCUS,2047,5.406,GW,"Biomass with CCS, Aggregated"
Global Net-zero,Canada,Bioenergy with CCUS,2048,5.77,GW,"Biomass with CCS, Aggregated"
Global Net-zero,Canada,Bioenergy with CCUS,2049,6.144,GW,"Biomass with CCS, Aggregated"
Global Net-zero,Canada,Bioenergy with CCUS,2050,6.506,GW,"Biomass with CCS, Aggregated"
Global Net-zero,Canada,Solar (Distributed),2020,2.35746082977,GW,"Solar PV, Aggregated"
Global Net-zero,Canada,Coal and Coke,2021,6.794,GW,Coal and Coke
Global Net-zero,Canada,Coal and Coke,2022,4.594,GW,Coal and Coke
Global Net-zero,Canada,Coal and Coke,2023,3.644,GW,Coal and Coke
Global Net-zero,Canada,Coal and Coke,2024,2.814,GW,Coal and Coke
Global Net-zero,Canada,Coal and Coke,2025,2.814,GW,Coal and Coke
Global Net-zero,Canada,Coal and Coke,2026,2.814,GW,Coal and Coke
Global Net-zero,Canada,Coal and Coke,2027,2.525,GW,Coal and Coke
Global Net-zero,Canada,Coal and Coke,2028,2.525,GW,Coal and Coke
Global Net-zero,Canada,Coal and Coke,2029,1.95,GW,Coal and Coke
Global Net-zero,Canada,Coal and Coke,2030,1.95,GW,Coal and Coke
Global Net-zero,Canada,Coal and Coke,2031,0.0,GW,Coal and Coke
Global Net-zero,Canada,Coal and Coke,2032,0.0,GW,Coal and Coke
Global Net-zero,Canada,Coal and Coke,2033,0.0,GW,Coal and Coke
Global Net-zero,Canada,Coal and Coke,2034,0.0,GW,Coal and Coke
Global Net-zero,Canada,Coal and Coke,2035,0.0,GW,Coal and Coke
Global Net-zero,Canada,Coal and Coke,2036,0.0,GW,Coal and Coke
Global Net-zero,Canada,Coal and Coke,2037,0.0,GW,Coal and Coke
Global Net-zero,Canada,Coal and Coke,2038,0.0,GW,Coal and Coke
Global Net-zero,Canada,Coal and Coke,2039,0.0,GW,Coal and Coke
Global Net-zero,Canada,Coal and Coke,2040,0.0,GW,Coal and Coke
Global Net-zero,Canada,Coal and Coke,2041,0.0,GW,Coal and Coke
Global Net-zero,Canada,Coal and Coke,2042,0.0,GW,Coal and Coke
Global Net-zero,Canada,Coal and Coke,2043,0.0,GW,Coal and Coke
Global Net-zero,Canada,Coal and Coke,2044,0.0,GW,Coal and Coke
Global Net-zero,Canada,Coal and Coke,2045,0.0,GW,Coal and Coke
Global Net-zero,Canada,Coal and Coke,2046,0.0,GW,Coal and Coke
Global Net-zero,Canada,Coal and Coke,2047,0.0,GW,Coal and Coke
Global Net-zero,Canada,Coal and Coke,2048,0.0,GW,Coal and Coke
Global Net-zero,Canada,Coal and Coke,2049,0.0,GW,Coal and Coke
Global Net-zero,Canada,Coal and Coke,2050,0.0,GW,Coal and Coke
Canada Net-zero,Canada,Solar (Utility scale),2020,3.116936,GW,"Solar CSP, Aggregated"
Global Net-zero,Canada,Coal with CCUS,2021,0.115,GW,"Fossil energy, Coal with CCS"
Global Net-zero,Canada,Coal with CCUS,2022,0.115,GW,"Fossil energy, Coal with CCS"
Global Net-zero,Canada,Coal with CCUS,2023,0.115,GW,"Fossil energy, Coal with CCS"
Global Net-zero,Canada,Coal with CCUS,2024,0.115,GW,"Fossil energy, Coal with CCS"
Global Net-zero,Canada,Coal with CCUS,2025,0.115,GW,"Fossil energy, Coal with CCS"
Global Net-zero,Canada,Coal with CCUS,2026,0.115,GW,"Fossil energy, Coal with CCS"
Global Net-zero,Canada,Coal with CCUS,2027,0.115,GW,"Fossil energy, Coal with CCS"
Global Net-zero,Canada,Coal with CCUS,2028,0.115,GW,"Fossil energy, Coal with CCS"
Global Net-zero,Canada,Coal with CCUS,2029,0.115,GW,"Fossil energy, Coal with CCS"
Global Net-zero,Canada,Coal with CCUS,2030,0.115,GW,"Fossil energy, Coal with CCS"
Global Net-zero,Canada,Coal with CCUS,2031,0.115,GW,"Fossil energy, Coal with CCS"
Global Net-zero,Canada,Coal with CCUS,2032,0.115,GW,"Fossil energy, Coal with CCS"
Global Net-zero,Canada,Coal with CCUS,2033,0.115,GW,"Fossil energy, Coal with CCS"
Global Net-zero,Canada,Coal with CCUS,2034,0.115,GW,"Fossil energy, Coal with CCS"
Global Net-zero,Canada,Coal with CCUS,2035,0.0,GW,"Fossil energy, Coal with CCS"
Global Net-zero,Canada,Coal with CCUS,2036,0.0,GW,"Fossil energy, Coal with CCS"
Global Net-zero,Canada,Coal with CCUS,2037,0.0,GW,"Fossil energy, Coal with CCS"
Global Net-zero,Canada,Coal with CCUS,2038,0.0,GW,"Fossil energy, Coal with CCS"
Global Net-zero,Canada,Coal with CCUS,2039,0.0,GW,"Fossil energy, Coal with CCS"
Global Net-zero,Canada,Coal with CCUS,2040,0.0,GW,"Fossil energy, Coal with CCS"
Global Net-zero,Canada,Coal with CCUS,2041,0.0,GW,"Fossil energy, Coal with CCS"
Global Net-zero,Canada,Coal with CCUS,2042,0.0,GW,"Fossil energy, Coal with CCS"
Global Net-zero,Canada,Coal with CCUS,2043,0.0,GW,"Fossil energy, Coal with CCS"
Global Net-zero,Canada,Coal with CCUS,2044,0.0,GW,"Fossil energy, Coal with CCS"
Global Net-zero,Canada,Coal with CCUS,2045,0.0,GW,"Fossil energy, Coal with CCS"
Global Net-zero,Canada,Coal with CCUS,2046,0.0,GW,"Fossil energy, Coal with CCS"
Global Net-zero,Canada,Coal with CCUS,2047,0.0,GW,"Fossil energy, Coal with CCS"
Global Net-zero,Canada,Coal with CCUS,2048,0.0,GW,"Fossil energy, Coal with CCS"
Global Net-zero,Canada,Coal with CCUS,2049,0.0,GW,"Fossil energy, Coal with CCS"
Global Net-zero,Canada,Coal with CCUS,2050,0.0,GW,"Fossil energy, Coal with CCS"
Current Measures,Canada,Solar (Utility scale),2020,4.545935999999999,GW,"Solar CSP, Aggregated"
Global Net-zero,Canada,Hydro,2021,83.123,GW,"Hydroelectricity, Aggregated"
Global Net-zero,Canada,Hydro,2022,83.728,GW,"Hydroelectricity, Aggregated"
Global Net-zero,Canada,Hydro,2023,83.728,GW,"Hydroelectricity, Aggregated"
Global Net-zero,Canada,Hydro,2024,83.7875,GW,"Hydroelectricity, Aggregated"
Global Net-zero,Canada,Hydro,2025,84.9125,GW,"Hydroelectricity, Aggregated"
Global Net-zero,Canada,Hydro,2026,85.5625,GW,"Hydroelectricity, Aggregated"
Global Net-zero,Canada,Hydro,2027,86.1225,GW,"Hydroelectricity, Aggregated"
Global Net-zero,Canada,Hydro,2028,86.7725,GW,"Hydroelectricity, Aggregated"
Global Net-zero,Canada,Hydro,2029,87.427,GW,"Hydroelectricity, Aggregated"
Global Net-zero,Canada,Hydro,2030,88.077,GW,"Hydroelectricity, Aggregated"
Global Net-zero,Canada,Hydro,2031,88.847,GW,"Hydroelectricity, Aggregated"
Global Net-zero,Canada,Hydro,2032,89.642,GW,"Hydroelectricity, Aggregated"
Global Net-zero,Canada,Hydro,2033,90.412,GW,"Hydroelectricity, Aggregated"
Global Net-zero,Canada,Hydro,2034,91.312,GW,"Hydroelectricity, Aggregated"
Global Net-zero,Canada,Hydro,2035,92.082,GW,"Hydroelectricity, Aggregated"
Global Net-zero,Canada,Hydro,2036,92.082,GW,"Hydroelectricity, Aggregated"
Global Net-zero,Canada,Hydro,2037,92.082,GW,"Hydroelectricity, Aggregated"
Global Net-zero,Canada,Hydro,2038,92.082,GW,"Hydroelectricity, Aggregated"
