Scenario,Region,Variable,Year,Value,Unit,Associated_MI
Canada Net-zero,Canada,Uranium SMR,2047,20.0192,GW,"Nuclear, Nuclear Boiling water power plant"
Canada Net-zero,Canada,Uranium SMR,2047,5.0048,GW,"Nuclear, HTGR"
Canada Net-zero,Canada,Uranium SMR,2048,20.0816,GW,"Nuclear, Nuclear Boiling water power plant"
Canada Net-zero,Canada,Uranium SMR,2048,5.0204,GW,"Nuclear, HTGR"
Canada Net-zero,Canada,Uranium SMR,2049,20.144800000000004,GW,"Nuclear, Nuclear Boiling water power plant"
Canada Net-zero,Canada,Uranium SMR,2049,5.036200000000001,GW,"Nuclear, HTGR"
Canada Net-zero,Canada,Uranium SMR,2050,20.2376,GW,"Nuclear, Nuclear Boiling water power plant"
Canada Net-zero,Canada,Uranium SMR,2050,5.0594,GW,"Nuclear, HTGR"
Canada Net-zero,Canada,Hydrogen,2020,0.0,GW,"Fossil energy, Hydrogen"
Canada Net-zero,Canada,Natural Gas,2020,22.9016,GW,"Fossil energy, Natural gas"
Current Measures,Canada,Bioenergy,2021,2.5431,GW,"Biomass, Aggregated"
Current Measures,Canada,Bioenergy,2022,2.5431,GW,"Biomass, Aggregated"
Current Measures,Canada,Bioenergy,2023,2.5431,GW,"Biomass, Aggregated"
Current Measures,Canada,Bioenergy,2024,2.5431,GW,"Biomass, Aggregated"
Current Measures,Canada,Bioenergy,2025,7.5933,GW,"Biomass, Aggregated"
Current Measures,Canada,Bioenergy,2026,7.8433,GW,"Biomass, Aggregated"
Current Measures,Canada,Bioenergy,2027,8.0833,GW,"Biomass, Aggregated"
Current Measures,Canada,Bioenergy,2028,8.3333,GW,"Biomass, Aggregated"
Current Measures,Canada,Bioenergy,2029,8.5733,GW,"Biomass, Aggregated"
Current Measures,Canada,Bioenergy,2030,8.8497,GW,"Biomass, Aggregated"
Current Measures,Canada,Bioenergy,2031,9.373299999999999,GW,"Biomass, Aggregated"
Current Measures,Canada,Bioenergy,2032,9.8963,GW,"Biomass, Aggregated"
Current Measures,Canada,Bioenergy,2033,10.4203,GW,"Biomass, Aggregated"
Current Measures,Canada,Bioenergy,2034,10.9443,GW,"Biomass, Aggregated"
Current Measures,Canada,Bioenergy,2035,11.4856,GW,"Biomass, Aggregated"
Current Measures,Canada,Bioenergy,2036,11.9666,GW,"Biomass, Aggregated"
Current Measures,Canada,Bioenergy,2037,12.4466,GW,"Biomass, Aggregated"
Current Measures,Canada,Bioenergy,2038,12.9276,GW,"Biomass, Aggregated"
Current Measures,Canada,Bioenergy,2039,13.3886,GW,"Biomass, Aggregated"
Current Measures,Canada,Bioenergy,2040,13.858600000000001,GW,"Biomass, Aggregated"
Current Measures,Canada,Bioenergy,2041,14.1096,GW,"Biomass, Aggregated"
Current Measures,Canada,Bioenergy,2042,14.4496,GW,"Biomass, Aggregated"
Current Measures,Canada,Bioenergy,2043,14.6996,GW,"Biomass, Aggregated"
Current Measures,Canada,Bioenergy,2044,14.9496,GW,"Biomass, Aggregated"
Current Measures,Canada,Bioenergy,2045,15.221,GW,"Biomass, Aggregated"
Current Measures,Canada,Bioenergy,2046,15.321,GW,"Biomass, Aggregated"
Current Measures,Canada,Bioenergy,2047,15.321,GW,"Biomass, Aggregated"
Current Measures,Canada,Bioenergy,2048,15.421,GW,"Biomass, Aggregated"
Current Measures,Canada,Bioenergy,2049,15.421,GW,"Biomass, Aggregated"
Current Measures,Canada,Bioenergy,2050,15.5927,GW,"Biomass, Aggregated"
Current Measures,Canada,Natural Gas,2020,22.9016,GW,"Fossil energy, Natural gas"
Current Measures,Canada,Coal and Coke,2021,6.434,GW,Coal and Coke
Current Measures,Canada,Coal and Coke,2022,4.594,GW,Coal and Coke
Current Measures,Canada,Coal and Coke,2023,3.644,GW,Coal and Coke
Current Measures,Canada,Coal and Coke,2024,2.814,GW,Coal and Coke
Current Measures,Canada,Coal and Coke,2025,2.814,GW,Coal and Coke
Current Measures,Canada,Coal and Coke,2026,2.814,GW,Coal and Coke
Current Measures,Canada,Coal and Coke,2027,2.525,GW,Coal and Coke
Current Measures,Canada,Coal and Coke,2028,2.525,GW,Coal and Coke
Current Measures,Canada,Coal and Coke,2029,1.95,GW,Coal and Coke
Current Measures,Canada,Coal and Coke,2030,1.95,GW,Coal and Coke
Current Measures,Canada,Coal and Coke,2031,0.0,GW,Coal and Coke
Current Measures,Canada,Coal and Coke,2032,0.0,GW,Coal and Coke
Current Measures,Canada,Coal and Coke,2033,0.0,GW,Coal and Coke
Current Measures,Canada,Coal and Coke,2034,0.0,GW,Coal and Coke
Current Measures,Canada,Coal and Coke,2035,0.0,GW,Coal and Coke
Current Measures,Canada,Coal and Coke,2036,0.0,GW,Coal and Coke
Current Measures,Canada,Coal and Coke,2037,0.0,GW,Coal and Coke
Current Measures,Canada,Coal and Coke,2038,0.0,GW,Coal and Coke
Current Measures,Canada,Coal and Coke,2039,0.0,GW,Coal and Coke
Current Measures,Canada,Coal and Coke,2040,0.0,GW,Coal and Coke
Current Measures,Canada,Coal and Coke,2041,0.0,GW,Coal and Coke
Current Measures,Canada,Coal and Coke,2042,0.0,GW,Coal and Coke
Current Measures,Canada,Coal and Coke,2043,0.0,GW,Coal and Coke
Current Measures,Canada,Coal and Coke,2044,0.0,GW,Coal and Coke
Current Measures,Canada,Coal and Coke,2045,0.0,GW,Coal and Coke
Current Measures,Canada,Coal and Coke,2046,0.0,GW,Coal and Coke
Current Measures,Canada,Coal and Coke,2047,0.0,GW,Coal and Coke
Current Measures,Canada,Coal and Coke,2048,0.0,GW,Coal and Coke
Current Measures,Canada,Coal and Coke,2049,0.0,GW,Coal and Coke
Current Measures,Canada,Coal and Coke,2050,0.0,GW,Coal and Coke
Global Net-zero,Canada,Natural Gas,2020,22.9016,GW,"Fossil energy, Natural gas"
Current Measures,Canada,Coal with CCUS,2021,0.115,GW,"Fossil energy, Coal with CCS"
Current Measures,Canada,Coal with CCUS,2022,0.115,GW,"Fossil energy, Coal with CCS"
Current Measures,Canada,Coal with CCUS,2023,0.115,GW,"Fossil energy, Coal with CCS"
Current Measures,Canada,Coal with CCUS,2024,0.115,GW,"Fossil energy, Coal with CCS"
Current Measures,Canada,Coal with CCUS,2025,0.115,GW,"Fossil energy, Coal with CCS"
Current Measures,Canada,Coal with CCUS,2026,0.115,GW,"Fossil energy, Coal with CCS"
Current Measures,Canada,Coal with CCUS,2027,0.115,GW,"Fossil energy, Coal with CCS"
Current Measures,Canada,Coal with CCUS,2028,0.115,GW,"Fossil energy, Coal with CCS"
Current Measures,Canada,Coal with CCUS,2029,0.115,GW,"Fossil energy, Coal with CCS"
Current Measures,Canada,Coal with CCUS,2030,0.115,GW,"Fossil energy, Coal with CCS"
Current Measures,Canada,Coal with CCUS,2031,0.115,GW,"Fossil energy, Coal with CCS"
Current Measures,Canada,Coal with CCUS,2032,0.115,GW,"Fossil energy, Coal with CCS"
Current Measures,Canada,Coal with CCUS,2033,0.115,GW,"Fossil energy, Coal with CCS"
Current Measures,Canada,Coal with CCUS,2034,0.115,GW,"Fossil energy, Coal with CCS"
Current Measures,Canada,Coal with CCUS,2035,0.115,GW,"Fossil energy, Coal with CCS"
Current Measures,Canada,Coal with CCUS,2036,0.115,GW,"Fossil energy, Coal with CCS"
Current Measures,Canada,Coal with CCUS,2037,0.115,GW,"Fossil energy, Coal with CCS"
Current Measures,Canada,Coal with CCUS,2038,0.115,GW,"Fossil energy, Coal with CCS"
Current Measures,Canada,Coal with CCUS,2039,0.115,GW,"Fossil energy, Coal with CCS"
Current Measures,Canada,Coal with CCUS,2040,0.115,GW,"Fossil energy, Coal with CCS"
Current Measures,Canada,Coal with CCUS,2041,0.115,GW,"Fossil energy, Coal with CCS"
Current Measures,Canada,Coal with CCUS,2042,0.115,GW,"Fossil energy, Coal with CCS"
Current Measures,Canada,Coal with CCUS,2043,0.115,GW,"Fossil energy, Coal with CCS"
Current Measures,Canada,Coal with CCUS,2044,0.115,GW,"Fossil energy, Coal with CCS"
Current Measures,Canada,Coal with CCUS,2045,0.115,GW,"Fossil energy, Coal with CCS"
Current Measures,Canada,Coal with CCUS,2046,0.115,GW,"Fossil energy, Coal with CCS"
Current Measures,Canada,Coal with CCUS,2047,0.115,GW,"Fossil energy, Coal with CCS"
Current Measures,Canada,Coal with CCUS,2048,0.115,GW,"Fossil energy, Coal with CCS"
Current Measures,Canada,Coal with CCUS,2049,0.115,GW,"Fossil energy, Coal with CCS"
Current Measures,Canada,Coal with CCUS,2050,0.115,GW,"Fossil energy, Coal with CCS"
Canada Net-zero,Canada,Natural Gas with CCUS,2020,0.0,GW,"Fossil energy, Natural gas with CCS"
Current Measures,Canada,Hydro,2021,83.123,GW,"Hydroelectricity, Aggregated"
Current Measures,Canada,Hydro,2022,83.728,GW,"Hydroelectricity, Aggregated"
Current Measures,Canada,Hydro,2023,83.728,GW,"Hydroelectricity, Aggregated"
Current Measures,Canada,Hydro,2024,83.7875,GW,"Hydroelectricity, Aggregated"
Current Measures,Canada,Hydro,2025,84.9125,GW,"Hydroelectricity, Aggregated"
Current Measures,Canada,Hydro,2026,85.4125,GW,"Hydroelectricity, Aggregated"
Current Measures,Canada,Hydro,2027,85.9125,GW,"Hydroelectricity, Aggregated"
Current Measures,Canada,Hydro,2028,86.4125,GW,"Hydroelectricity, Aggregated"
Current Measures,Canada,Hydro,2029,86.917,GW,"Hydroelectricity, Aggregated"
Current Measures,Canada,Hydro,2030,87.417,GW,"Hydroelectricity, Aggregated"
Current Measures,Canada,Hydro,2031,87.417,GW,"Hydroelectricity, Aggregated"
Current Measures,Canada,Hydro,2032,87.542,GW,"Hydroelectricity, Aggregated"
Current Measures,Canada,Hydro,2033,87.542,GW,"Hydroelectricity, Aggregated"
Current Measures,Canada,Hydro,2034,87.642,GW,"Hydroelectricity, Aggregated"
Current Measures,Canada,Hydro,2035,87.642,GW,"Hydroelectricity, Aggregated"
Current Measures,Canada,Hydro,2036,87.652,GW,"Hydroelectricity, Aggregated"
Current Measures,Canada,Hydro,2037,87.662,GW,"Hydroelectricity, Aggregated"
Current Measures,Canada,Hydro,2038,87.672,GW,"Hydroelectricity, Aggregated"
Current Measures,Canada,Hydro,2039,87.682,GW,"Hydroelectricity, Aggregated"
Current Measures,Canada,Hydro,2040,87.692,GW,"Hydroelectricity, Aggregated"
Current Measures,Canada,Hydro,2041,87.692,GW,"Hydroelectricity, Aggregated"
Current Measures,Canada,Hydro,2042,87.692,GW,"Hydroelectricity, Aggregated"
Current Measures,Canada,Hydro,2043,87.692,GW,"Hydroelectricity, Aggregated"
Current Measures,Canada,Hydro,2044,87.692,GW,"Hydroelectricity, Aggregated"
Current Measures,Canada,Hydro,2045,87.692,GW,"Hydroelectricity, Aggregated"
Current Measures,Canada,Hydro,2046,87.692,GW,"Hydroelectricity, Aggregated"
Current Measures,Canada,Hydro,2047,87.692,GW,"Hydroelectricity, Aggregated"
Current Measures,Canada,Hydro,2048,87.692,GW,"Hydroelectricity, Aggregated"
Current Measures,Canada,Hydro,2049,87.692,GW,"Hydroelectricity, Aggregated"
Current Measures,Canada,Hydro,2050,87.692,GW,"Hydroelectricity, Aggregated"
Global Net-zero,Canada,Natural Gas with CCUS,2020,0.0,GW,"Fossil energy, Natural gas with CCS"
Current Measures,Canada,Natural Gas,2021,22.9816,GW,"Fossil energy, Natural gas"
Current Measures,Canada,Natural Gas,2022,23.4816,GW,"Fossil energy, Natural gas"
Current Measures,Canada,Natural Gas,2023,25.9116,GW,"Fossil energy, Natural gas"
Current Measures,Canada,Natural Gas,2024,26.176599999999997,GW,"Fossil energy, Natural gas"
Current Measures,Canada,Natural Gas,2025,30.1646,GW,"Fossil energy, Natural gas"
Current Measures,Canada,Natural Gas,2026,32.282599999999995,GW,"Fossil energy, Natural gas"
Current Measures,Canada,Natural Gas,2027,34.5426,GW,"Fossil energy, Natural gas"
Current Measures,Canada,Natural Gas,2028,36.3626,GW,"Fossil energy, Natural gas"
Current Measures,Canada,Natural Gas,2029,38.3626,GW,"Fossil energy, Natural gas"
Current Measures,Canada,Natural Gas,2030,40.3326,GW,"Fossil energy, Natural gas"
Current Measures,Canada,Natural Gas,2031,41.6526,GW,"Fossil energy, Natural gas"
Current Measures,Canada,Natural Gas,2032,42.742599999999996,GW,"Fossil energy, Natural gas"
Current Measures,Canada,Natural Gas,2033,43.4906,GW,"Fossil energy, Natural gas"
Current Measures,Canada,Natural Gas,2034,43.910599999999995,GW,"Fossil energy, Natural gas"
Current Measures,Canada,Natural Gas,2035,44.802800000000005,GW,"Fossil energy, Natural gas"
Current Measures,Canada,Natural Gas,2036,44.8828,GW,"Fossil energy, Natural gas"
Current Measures,Canada,Natural Gas,2037,45.152800000000006,GW,"Fossil energy, Natural gas"
Current Measures,Canada,Natural Gas,2038,44.579800000000006,GW,"Fossil energy, Natural gas"
Current Measures,Canada,Natural Gas,2039,43.7898,GW,"Fossil energy, Natural gas"
Current Measures,Canada,Natural Gas,2040,42.3798,GW,"Fossil energy, Natural gas"
Current Measures,Canada,Natural Gas,2041,43.549800000000005,GW,"Fossil energy, Natural gas"
Current Measures,Canada,Natural Gas,2042,43.9898,GW,"Fossil energy, Natural gas"
Current Measures,Canada,Natural Gas,2043,45.3598,GW,"Fossil energy, Natural gas"
Current Measures,Canada,Natural Gas,2044,44.9298,GW,"Fossil energy, Natural gas"
Current Measures,Canada,Natural Gas,2045,44.2098,GW,"Fossil energy, Natural gas"
Current Measures,Canada,Natural Gas,2046,43.759800000000006,GW,"Fossil energy, Natural gas"
Current Measures,Canada,Natural Gas,2047,44.6098,GW,"Fossil energy, Natural gas"
Current Measures,Canada,Natural Gas,2048,44.8198,GW,"Fossil energy, Natural gas"
Current Measures,Canada,Natural Gas,2049,45.6098,GW,"Fossil energy, Natural gas"
Current Measures,Canada,Natural Gas,2050,44.439800000000005,GW,"Fossil energy, Natural gas"
Canada Net-zero,Canada,Offshore Wind,2020,0.0,GW,"Wind, Offshore"
Current Measures,Canada,Oil,2021,3.66085,GW,"Fossil energy, Natural gas"
Current Measures,Canada,Oil,2022,3.66085,GW,"Fossil energy, Natural gas"
Current Measures,Canada,Oil,2023,3.66085,GW,"Fossil energy, Natural gas"
Current Measures,Canada,Oil,2024,3.66485,GW,"Fossil energy, Natural gas"
Current Measures,Canada,Oil,2025,3.6748499999999997,GW,"Fossil energy, Natural gas"
Current Measures,Canada,Oil,2026,3.55085,GW,"Fossil energy, Natural gas"
Current Measures,Canada,Oil,2027,3.51885,GW,"Fossil energy, Natural gas"
Current Measures,Canada,Oil,2028,3.51885,GW,"Fossil energy, Natural gas"
Current Measures,Canada,Oil,2029,3.51885,GW,"Fossil energy, Natural gas"
Current Measures,Canada,Oil,2030,3.52385,GW,"Fossil energy, Natural gas"
Current Measures,Canada,Oil,2031,3.03685,GW,"Fossil energy, Natural gas"
Current Measures,Canada,Oil,2032,3.02085,GW,"Fossil energy, Natural gas"
Current Measures,Canada,Oil,2033,3.02085,GW,"Fossil energy, Natural gas"
Current Measures,Canada,Oil,2034,3.02085,GW,"Fossil energy, Natural gas"
Current Measures,Canada,Oil,2035,3.02085,GW,"Fossil energy, Natural gas"
Current Measures,Canada,Oil,2036,1.8958499999999998,GW,"Fossil energy, Natural gas"
Current Measures,Canada,Oil,2037,1.8958499999999998,GW,"Fossil energy, Natural gas"
Current Measures,Canada,Oil,2038,1.8958499999999998,GW,"Fossil energy, Natural gas"
Current Measures,Canada,Oil,2039,1.8958499999999998,GW,"Fossil energy, Natural gas"
Current Measures,Canada,Oil,2040,1.8958499999999998,GW,"Fossil energy, Natural gas"
Current Measures,Canada,Oil,2041,1.8408499999999999,GW,"Fossil energy, Natural gas"
Current Measures,Canada,Oil,2042,1.8408499999999999,GW,"Fossil energy, Natural gas"
Current Measures,Canada,Oil,2043,1.8408499999999999,GW,"Fossil energy, Natural gas"
Current Measures,Canada,Oil,2044,1.8408499999999999,GW,"Fossil energy, Natural gas"
Current Measures,Canada,Oil,2045,1.8408499999999999,GW,"Fossil energy, Natural gas"
Current Measures,Canada,Oil,2046,1.8408499999999999,GW,"Fossil energy, Natural gas"
Current Measures,Canada,Oil,2047,1.8408499999999999,GW,"Fossil energy, Natural gas"
Current Measures,Canada,Oil,2048,1.8408499999999999,GW,"Fossil energy, Natural gas"
Current Measures,Canada,Oil,2049,1.8408499999999999,GW,"Fossil energy, Natural gas"
Current Measures,Canada,Oil,2050,1.8408499999999999,GW,"Fossil energy, Natural gas"
Global Net-zero,Canada,Offshore Wind,2020,0.0,GW,"Wind, Offshore"
Current Measures,Canada,Onshore Wind,2021,13.88131,GW,"Wind, Onshore"
Current Measures,Canada,Onshore Wind,2022,15.24031,GW,"Wind, Onshore"
Current Measures,Canada,Onshore Wind,2023,15.24031,GW,"Wind, Onshore"
Current Measures,Canada,Onshore Wind,2024,16.90931,GW,"Wind, Onshore"
Current Measures,Canada,Onshore Wind,2025,17.297810000000002,GW,"Wind, Onshore"
Current Measures,Canada,Onshore Wind,2026,18.356810000000003,GW,"Wind, Onshore"
Current Measures,Canada,Onshore Wind,2027,19.41581,GW,"Wind, Onshore"
Current Measures,Canada,Onshore Wind,2028,21.393810000000002,GW,"Wind, Onshore"
Current Measures,Canada,Onshore Wind,2029,22.454810000000002,GW,"Wind, Onshore"
Current Measures,Canada,Onshore Wind,2030,23.512259999999998,GW,"Wind, Onshore"
Current Measures,Canada,Onshore Wind,2031,25.273259999999997,GW,"Wind, Onshore"
Current Measures,Canada,Onshore Wind,2032,27.012259999999998,GW,"Wind, Onshore"
Current Measures,Canada,Onshore Wind,2033,28.797259999999998,GW,"Wind, Onshore"
Current Measures,Canada,Onshore Wind,2034,30.660259999999997,GW,"Wind, Onshore"
Current Measures,Canada,Onshore Wind,2035,32.4721,GW,"Wind, Onshore"
Current Measures,Canada,Onshore Wind,2036,35.5661,GW,"Wind, Onshore"
Current Measures,Canada,Onshore Wind,2037,38.6581,GW,"Wind, Onshore"
Current Measures,Canada,Onshore Wind,2038,41.9641,GW,"Wind, Onshore"
Current Measures,Canada,Onshore Wind,2039,45.0711,GW,"Wind, Onshore"
Current Measures,Canada,Onshore Wind,2040,48.2781,GW,"Wind, Onshore"
Current Measures,Canada,Onshore Wind,2041,51.110099999999996,GW,"Wind, Onshore"
Current Measures,Canada,Onshore Wind,2042,54.052099999999996,GW,"Wind, Onshore"
Current Measures,Canada,Onshore Wind,2043,57.0151,GW,"Wind, Onshore"
Current Measures,Canada,Onshore Wind,2044,59.9371,GW,"Wind, Onshore"
Current Measures,Canada,Onshore Wind,2045,62.8801,GW,"Wind, Onshore"
Current Measures,Canada,Onshore Wind,2046,64.3531,GW,"Wind, Onshore"
Current Measures,Canada,Onshore Wind,2047,65.8371,GW,"Wind, Onshore"
Current Measures,Canada,Onshore Wind,2048,67.20110000000001,GW,"Wind, Onshore"
Current Measures,Canada,Onshore Wind,2049,68.7051,GW,"Wind, Onshore"
Current Measures,Canada,Onshore Wind,2050,70.0391,GW,"Wind, Onshore"
Canada Net-zero,Canada,Oil,2020,3.66085,GW,"Fossil energy, Natural gas"
Current Measures,Canada,Solar (Distributed),2021,2.419965113793,GW,"Solar PV, Aggregated"
Current Measures,Canada,Solar (Distributed),2022,2.4824693978159997,GW,"Solar PV, Aggregated"
Current Measures,Canada,Solar (Distributed),2023,2.6099736818389903,GW,"Solar PV, Aggregated"
Current Measures,Canada,Solar (Distributed),2024,2.7210493944320002,GW,"Solar PV, Aggregated"
Current Measures,Canada,Solar (Distributed),2025,2.854625106985,GW,"Solar PV, Aggregated"
Current Measures,Canada,Solar (Distributed),2026,3.010900818608,GW,"Solar PV, Aggregated"
Current Measures,Canada,Solar (Distributed),2027,3.167176531231,GW,"Solar PV, Aggregated"
Current Measures,Canada,Solar (Distributed),2028,3.3234522438539997,GW,"Solar PV, Aggregated"
Current Measures,Canada,Solar (Distributed),2029,3.479727956377,GW,"Solar PV, Aggregated"
Current Measures,Canada,Solar (Distributed),2030,3.6360036690000004,GW,"Solar PV, Aggregated"
Current Measures,Canada,Solar (Distributed),2031,3.7532133020000003,GW,"Solar PV, Aggregated"
Current Measures,Canada,Solar (Distributed),2032,3.870422935,GW,"Solar PV, Aggregated"
Current Measures,Canada,Solar (Distributed),2033,3.987632568,GW,"Solar PV, Aggregated"
Current Measures,Canada,Solar (Distributed),2034,4.104842201,GW,"Solar PV, Aggregated"
Current Measures,Canada,Solar (Distributed),2035,4.222051835,GW,"Solar PV, Aggregated"
Current Measures,Canada,Solar (Distributed),2036,4.339261468,GW,"Solar PV, Aggregated"
Current Measures,Canada,Solar (Distributed),2037,4.456471101,GW,"Solar PV, Aggregated"
Current Measures,Canada,Solar (Distributed),2038,4.573680734,GW,"Solar PV, Aggregated"
Current Measures,Canada,Solar (Distributed),2039,4.690890367,GW,"Solar PV, Aggregated"
Current Measures,Canada,Solar (Distributed),2040,4.8081000000000005,GW,"Solar PV, Aggregated"
Current Measures,Canada,Solar (Distributed),2041,4.9073,GW,"Solar PV, Aggregated"
Current Measures,Canada,Solar (Distributed),2042,5.0065,GW,"Solar PV, Aggregated"
Current Measures,Canada,Solar (Distributed),2043,5.1057,GW,"Solar PV, Aggregated"
Current Measures,Canada,Solar (Distributed),2044,5.204899999999999,GW,"Solar PV, Aggregated"
Current Measures,Canada,Solar (Distributed),2045,5.3041,GW,"Solar PV, Aggregated"
Current Measures,Canada,Solar (Distributed),2046,5.4033,GW,"Solar PV, Aggregated"
Current Measures,Canada,Solar (Distributed),2047,5.5025,GW,"Solar PV, Aggregated"
Current Measures,Canada,Solar (Distributed),2048,5.6017,GW,"Solar PV, Aggregated"
Current Measures,Canada,Solar (Distributed),2049,5.7009,GW,"Solar PV, Aggregated"
Current Measures,Canada,Solar (Distributed),2050,5.8001000000000005,GW,"Solar PV, Aggregated"
Current Measures,Canada,Oil,2020,3.66085,GW,"Fossil energy, Natural gas"
Current Measures,Canada,Solar (Utility scale),2021,4.545935999999999,GW,"Solar CSP, Aggregated"
Current Measures,Canada,Solar (Utility scale),2022,4.545935999999999,GW,"Solar CSP, Aggregated"
Current Measures,Canada,Solar (Utility scale),2023,4.545935999999999,GW,"Solar CSP, Aggregated"
Current Measures,Canada,Solar (Utility scale),2024,4.545935999999999,GW,"Solar CSP, Aggregated"
Current Measures,Canada,Solar (Utility scale),2025,4.668966999999999,GW,"Solar CSP, Aggregated"
Current Measures,Canada,Solar (Utility scale),2026,4.699967,GW,"Solar CSP, Aggregated"
Current Measures,Canada,Solar (Utility scale),2027,4.729966999999999,GW,"Solar CSP, Aggregated"
Current Measures,Canada,Solar (Utility scale),2028,4.759967,GW,"Solar CSP, Aggregated"
Current Measures,Canada,Solar (Utility scale),2029,4.790966999999999,GW,"Solar CSP, Aggregated"
Current Measures,Canada,Solar (Utility scale),2030,4.854966999999999,GW,"Solar CSP, Aggregated"
Current Measures,Canada,Solar (Utility scale),2031,6.141966999999999,GW,"Solar CSP, Aggregated"
Current Measures,Canada,Solar (Utility scale),2032,7.434966999999999,GW,"Solar CSP, Aggregated"
Current Measures,Canada,Solar (Utility scale),2033,8.727967000000001,GW,"Solar CSP, Aggregated"
Current Measures,Canada,Solar (Utility scale),2034,10.010967,GW,"Solar CSP, Aggregated"
Current Measures,Canada,Solar (Utility scale),2035,11.361097,GW,"Solar CSP, Aggregated"
Current Measures,Canada,Solar (Utility scale),2036,11.780097,GW,"Solar CSP, Aggregated"
Current Measures,Canada,Solar (Utility scale),2037,12.190097,GW,"Solar CSP, Aggregated"
Current Measures,Canada,Solar (Utility scale),2038,12.590097,GW,"Solar CSP, Aggregated"
Current Measures,Canada,Solar (Utility scale),2039,13.010097,GW,"Solar CSP, Aggregated"
Current Measures,Canada,Solar (Utility scale),2040,13.461997,GW,"Solar CSP, Aggregated"
Current Measures,Canada,Solar (Utility scale),2041,14.719897000000001,GW,"Solar CSP, Aggregated"
Current Measures,Canada,Solar (Utility scale),2042,15.987997,GW,"Solar CSP, Aggregated"
Current Measures,Canada,Solar (Utility scale),2043,17.245997,GW,"Solar CSP, Aggregated"
Current Measures,Canada,Solar (Utility scale),2044,18.513997,GW,"Solar CSP, Aggregated"
Current Measures,Canada,Solar (Utility scale),2045,19.855532,GW,"Solar CSP, Aggregated"
Current Measures,Canada,Solar (Utility scale),2046,21.829134999999997,GW,"Solar CSP, Aggregated"
Current Measures,Canada,Solar (Utility scale),2047,23.802135,GW,"Solar CSP, Aggregated"
Current Measures,Canada,Solar (Utility scale),2048,25.789134999999998,GW,"Solar CSP, Aggregated"
Current Measures,Canada,Solar (Utility scale),2049,27.768134999999997,GW,"Solar CSP, Aggregated"
Current Measures,Canada,Solar (Utility scale),2050,29.708634999999997,GW,"Solar CSP, Aggregated"
Global Net-zero,Canada,Oil,2020,3.66085,GW,"Fossil energy, Natural gas"
Current Measures,Canada,Total,2021,152.904761113793,GW,"Grid, Transmission grid"
Current Measures,Canada,Total,2021,152.904761113793,GW,"Grid, Distribution grid"
Current Measures,Canada,Total,2021,152.904761113793,GW,"Grid, Transmission transformers"
Current Measures,Canada,Total,2021,152.904761113793,GW,"Grid, Distribution transformers"
Current Measures,Canada,Total,2022,153.636265397816,GW,"Grid, Transmission grid"
Current Measures,Canada,Total,2022,153.636265397816,GW,"Grid, Distribution grid"
Current Measures,Canada,Total,2022,153.636265397816,GW,"Grid, Transmission transformers"
Current Measures,Canada,Total,2022,153.636265397816,GW,"Grid, Distribution transformers"
Current Measures,Canada,Total,2023,154.243769681839,GW,"Grid, Transmission grid"
Current Measures,Canada,Total,2023,154.243769681839,GW,"Grid, Distribution grid"
Current Measures,Canada,Total,2023,154.243769681839,GW,"Grid, Transmission transformers"
Current Measures,Canada,Total,2023,154.243769681839,GW,"Grid, Distribution transformers"
Current Measures,Canada,Total,2024,155.522345394432,GW,"Grid, Transmission grid"
Current Measures,Canada,Total,2024,155.522345394432,GW,"Grid, Distribution grid"
Current Measures,Canada,Total,2024,155.522345394432,GW,"Grid, Transmission transformers"
Current Measures,Canada,Total,2024,155.522345394432,GW,"Grid, Distribution transformers"
Current Measures,Canada,Total,2025,166.340652106985,GW,"Grid, Transmission grid"
Current Measures,Canada,Total,2025,166.340652106985,GW,"Grid, Distribution grid"
Current Measures,Canada,Total,2025,166.340652106985,GW,"Grid, Transmission transformers"
Current Measures,Canada,Total,2025,166.340652106985,GW,"Grid, Distribution transformers"
Current Measures,Canada,Total,2026,169.430927818608,GW,"Grid, Transmission grid"
Current Measures,Canada,Total,2026,169.430927818608,GW,"Grid, Distribution grid"
Current Measures,Canada,Total,2026,169.430927818608,GW,"Grid, Transmission transformers"
Current Measures,Canada,Total,2026,169.430927818608,GW,"Grid, Distribution transformers"
Current Measures,Canada,Total,2027,172.955203531231,GW,"Grid, Transmission grid"
Current Measures,Canada,Total,2027,172.955203531231,GW,"Grid, Distribution grid"
Current Measures,Canada,Total,2027,172.955203531231,GW,"Grid, Transmission transformers"
Current Measures,Canada,Total,2027,172.955203531231,GW,"Grid, Distribution transformers"
Current Measures,Canada,Total,2028,177.689479243854,GW,"Grid, Transmission grid"
Current Measures,Canada,Total,2028,177.689479243854,GW,"Grid, Distribution grid"
Current Measures,Canada,Total,2028,177.689479243854,GW,"Grid, Transmission transformers"
Current Measures,Canada,Total,2028,177.689479243854,GW,"Grid, Distribution transformers"
Current Measures,Canada,Total,2029,181.107254956377,GW,"Grid, Transmission grid"
Current Measures,Canada,Total,2029,181.107254956377,GW,"Grid, Distribution grid"
Current Measures,Canada,Total,2029,181.107254956377,GW,"Grid, Transmission transformers"
Current Measures,Canada,Total,2029,181.107254956377,GW,"Grid, Distribution transformers"
Current Measures,Canada,Total,2030,185.725380669,GW,"Grid, Transmission grid"
