material,stage,country,year,value,unit,note
molybdenum,mine,Mongolia,2020,2890,t,
molybdenum,mine,Mongolia,2021,2970,t,
molybdenum,mine,Mongolia,2022,2300,t,
molybdenum,mine,Peru,1994,3000,t,
molybdenum,mine,Peru,1995,3630,t,
molybdenum,mine,Peru,1996,3710,t,
molybdenum,mine,Peru,1997,3835,t,
molybdenum,mine,Peru,1998,4344,t,
molybdenum,mine,Peru,1999,4400,t,
molybdenum,mine,Peru,2000,7190,t,
molybdenum,mine,Peru,2001,7500,t,
molybdenum,mine,Peru,2002,9500,t,
molybdenum,mine,Peru,2003,9600,t,
molybdenum,mine,Peru,2004,9600,t,
molybdenum,mine,Peru,2005,17325,t,
molybdenum,mine,Peru,2006,17209,t,
molybdenum,mine,Peru,2007,16737,t,
molybdenum,mine,Peru,2008,16700,t,
molybdenum,mine,Peru,2009,12300,t,
molybdenum,mine,Peru,2010,17000,t,
molybdenum,mine,Peru,2011,19100,t,
molybdenum,mine,Peru,2012,16800,t,
molybdenum,mine,Peru,2013,18100,t,
molybdenum,mine,Peru,2014,17000,t,
molybdenum,mine,Peru,2015,20200,t,
molybdenum,mine,Peru,2016,25800,t,
molybdenum,mine,Peru,2017,28100,t,
molybdenum,mine,Peru,2018,28000,t,
molybdenum,mine,Peru,2019,30400,t,
molybdenum,mine,Peru,2020,32200,t,
molybdenum,mine,Peru,2021,34100,t,
molybdenum,mine,Peru,2022,32000,t,
molybdenum,mine,Russia,1994,4500,t,
molybdenum,mine,Russia,1995,7300,t,
molybdenum,mine,Russia,1996,8500,t,
molybdenum,mine,Russia,1997,8500,t,
molybdenum,mine,Russia,1998,2000,t,
molybdenum,mine,Russia,1999,2400,t,
molybdenum,mine,Russia,2000,2400,t,
molybdenum,mine,Russia,2001,2600,t,
molybdenum,mine,Russia,2002,2900,t,
molybdenum,mine,Russia,2003,2900,t,
molybdenum,mine,Russia,2004,2900,t,
molybdenum,mine,Russia,2005,3000,t,
molybdenum,mine,Russia,2006,3100,t,
molybdenum,mine,Russia,2007,3300,t,
molybdenum,mine,Russia,2008,3600,t,
molybdenum,mine,Russia,2009,3800,t,
molybdenum,mine,Russia,2010,3800,t,
molybdenum,mine,Russia,2011,3900,t,
molybdenum,mine,Russia,2012,3900,t,
molybdenum,mine,Russia,2013,4800,t,
molybdenum,mine,Russia,2014,4800,t,
molybdenum,mine,Russia,2015,4500,t,
molybdenum,mine,Russia,2016,3000,t,
molybdenum,mine,Russia,2017,3100,t,
molybdenum,mine,Russia,2018,2800,t,
molybdenum,mine,Russia,2019,2800,t,
molybdenum,mine,Russia,2020,2700,t,
molybdenum,mine,Russia,2021,1700,t,
molybdenum,mine,Russia,2022,1700,t,
molybdenum,mine,Turkey,2012,5000,t,
molybdenum,mine,Turkey,2013,1500,t,
molybdenum,mine,Turkey,2014,1300,t,
molybdenum,mine,Turkey,2015,900,t,
molybdenum,mine,Turkey,2016,900,t,
molybdenum,mine,Turkey,2017,900,t,
molybdenum,mine,Turkey,2018,900,t,
molybdenum,mine,Turkey,2019,400,t,
molybdenum,mine,United States,1994,47000,t,
molybdenum,mine,United States,1995,60900,t,
molybdenum,mine,United States,1996,54900,t,
molybdenum,mine,United States,1997,60900,t,
molybdenum,mine,United States,1998,53300,t,
molybdenum,mine,United States,1999,43000,t,
molybdenum,mine,United States,2000,41100,t,
molybdenum,mine,United States,2001,37600,t,
molybdenum,mine,United States,2002,32600,t,
molybdenum,mine,United States,2003,33600,t,
molybdenum,mine,United States,2004,41500,t,
molybdenum,mine,United States,2005,58000,t,
molybdenum,mine,United States,2006,59800,t,
molybdenum,mine,United States,2007,57000,t,
molybdenum,mine,United States,2008,55900,t,
molybdenum,mine,United States,2009,47800,t,
molybdenum,mine,United States,2010,59400,t,
molybdenum,mine,United States,2011,63700,t,
molybdenum,mine,United States,2012,60400,t,
molybdenum,mine,United States,2013,60700,t,
molybdenum,mine,United States,2014,68200,t,
molybdenum,mine,United States,2015,47400,t,
molybdenum,mine,United States,2016,35800,t,
molybdenum,mine,United States,2017,40700,t,
molybdenum,mine,United States,2018,41400,t,
molybdenum,mine,United States,2019,43600,t,
molybdenum,mine,United States,2020,51100,t,
molybdenum,mine,United States,2021,41100,t,
molybdenum,mine,United States,2022,42000,t,
molybdenum,mine,Uzbekistan,1994,700,t,
molybdenum,mine,Uzbekistan,1995,500,t,
molybdenum,mine,Uzbekistan,1996,500,t,
molybdenum,mine,Uzbekistan,1997,500,t,
molybdenum,mine,Uzbekistan,1998,500,t,
molybdenum,mine,Uzbekistan,1999,500,t,
molybdenum,mine,Uzbekistan,2000,350,t,
molybdenum,mine,Uzbekistan,2001,500,t,
molybdenum,mine,Uzbekistan,2002,500,t,
molybdenum,mine,Uzbekistan,2003,500,t,
molybdenum,mine,Uzbekistan,2004,500,t,
molybdenum,mine,Uzbekistan,2005,500,t,
molybdenum,mine,Uzbekistan,2006,600,t,
molybdenum,mine,Uzbekistan,2007,600,t,
molybdenum,mine,Uzbekistan,2008,500,t,
molybdenum,mine,Uzbekistan,2010,550,t,
molybdenum,mine,Uzbekistan,2011,550,t,
molybdenum,mine,Uzbekistan,2012,550,t,
molybdenum,mine,Uzbekistan,2013,530,t,
molybdenum,mine,Uzbekistan,2014,530,t,
molybdenum,mine,Uzbekistan,2015,450,t,
molybdenum,mine,Uzbekistan,2016,450,t,
molybdenum,mine,Uzbekistan,2017,450,t,
molybdenum,mine,Uzbekistan,2018,200,t,
molybdenum,mine,Uzbekistan,2019,200,t,
molybdenum,mine,Uzbekistan,2020,200,t,
molybdenum,mine,Uzbekistan,2021,1600,t,
molybdenum,mine,Uzbekistan,2022,1600,t,
molybdenum,mine,World,1994,104000,t,
molybdenum,mine,World,1995,126000,t,
molybdenum,mine,World,1996,128000,t,
molybdenum,mine,World,1997,140000,t,
molybdenum,mine,World,1998,135000,t,
molybdenum,mine,World,1999,122000,t,
molybdenum,mine,World,2000,129000,t,
molybdenum,mine,World,2001,130000,t,
molybdenum,mine,World,2002,123000,t,
molybdenum,mine,World,2003,125000,t,
molybdenum,mine,World,2004,141000,t,
molybdenum,mine,World,2005,185000,t,
molybdenum,mine,World,2006,184000,t,
molybdenum,mine,World,2007,205000,t,
molybdenum,mine,World,2008,218000,t,
molybdenum,mine,World,2009,221000,t,
molybdenum,mine,World,2010,242000,t,
molybdenum,mine,World,2011,264000,t,
molybdenum,mine,World,2012,259000,t,
molybdenum,mine,World,2013,258000,t,
molybdenum,mine,World,2014,281000,t,
molybdenum,mine,World,2015,235000,t,
molybdenum,mine,World,2016,279000,t,
molybdenum,mine,World,2017,297000,t,
molybdenum,mine,World,2018,297000,t,
molybdenum,mine,World,2019,294000,t,
molybdenum,mine,World,2020,298000,t,
molybdenum,mine,World,2021,255000,t,
molybdenum,mine,World,2022,250000,t,
nickel,mine,Australia,1994,79000,t,
nickel,mine,Australia,1995,101000,t,
nickel,mine,Australia,1996,113134,t,
nickel,mine,Australia,1997,124000,t,
nickel,mine,Australia,1998,143513,t,
nickel,mine,Australia,1999,126000,t,
nickel,mine,Australia,2000,168300,t,
nickel,mine,Australia,2001,197000,t,
nickel,mine,Australia,2002,211000,t,
nickel,mine,Australia,2003,210000,t,
nickel,mine,Australia,2004,178000,t,
nickel,mine,Australia,2005,189000,t,
nickel,mine,Australia,2006,185000,t,
nickel,mine,Australia,2007,161000,t,
nickel,mine,Australia,2008,200000,t,
nickel,mine,Australia,2009,165000,t,
nickel,mine,Australia,2010,170000,t,
nickel,mine,Australia,2011,215000,t,
nickel,mine,Australia,2012,246000,t,
nickel,mine,Australia,2013,234000,t,
nickel,mine,Australia,2014,245000,t,
nickel,mine,Australia,2015,222000,t,
nickel,mine,Australia,2016,204000,t,
nickel,mine,Australia,2017,179000,t,
nickel,mine,Australia,2018,170000,t,
nickel,mine,Australia,2019,159000,t,
nickel,mine,Australia,2020,169000,t,
nickel,mine,Australia,2021,151000,t,
nickel,mine,Australia,2022,160000,t,
nickel,mine,Botswana,1994,20600,t,
nickel,mine,Botswana,1995,18700,t,
nickel,mine,Botswana,1996,24200,t,
nickel,mine,Botswana,1997,20157,t,
nickel,mine,Botswana,1998,21000,t,
nickel,mine,Botswana,1999,25800,t,
nickel,mine,Botswana,2000,34465,t,
nickel,mine,Botswana,2001,26200,t,
nickel,mine,Botswana,2002,20005,t,
nickel,mine,Botswana,2003,32740,t,
nickel,mine,Botswana,2004,33000,t,
nickel,mine,Botswana,2005,28000,t,
nickel,mine,Botswana,2006,38000,t,
nickel,mine,Botswana,2007,38000,t,
nickel,mine,Botswana,2008,38000,t,
nickel,mine,Botswana,2009,28600,t,
nickel,mine,Botswana,2010,28000,t,
nickel,mine,Botswana,2011,26000,t,
nickel,mine,Brazil,1994,32000,t,
nickel,mine,Brazil,1995,32700,t,
nickel,mine,Brazil,1996,25600,t,
nickel,mine,Brazil,1997,25300,t,
nickel,mine,Brazil,1998,36764,t,
nickel,mine,Brazil,1999,43784,t,
nickel,mine,Brazil,2000,45317,t,
nickel,mine,Brazil,2001,45400,t,
nickel,mine,Brazil,2002,45029,t,
nickel,mine,Brazil,2003,45000,t,
nickel,mine,Brazil,2004,45200,t,
nickel,mine,Brazil,2005,52000,t,
nickel,mine,Brazil,2006,82500,t,
nickel,mine,Brazil,2007,75300,t,
nickel,mine,Brazil,2008,58500,t,
nickel,mine,Brazil,2009,54100,t,
nickel,mine,Brazil,2010,59100,t,
nickel,mine,Brazil,2011,109000,t,
nickel,mine,Brazil,2012,139000,t,
nickel,mine,Brazil,2013,138000,t,
nickel,mine,Brazil,2014,102000,t,
nickel,mine,Brazil,2015,160000,t,
nickel,mine,Brazil,2016,160000,t,
nickel,mine,Brazil,2017,78600,t,
nickel,mine,Brazil,2018,74400,t,
nickel,mine,Brazil,2019,60600,t,
nickel,mine,Brazil,2020,77100,t,
nickel,mine,Brazil,2021,76000,t,
nickel,mine,Brazil,2022,83000,t,
nickel,mine,Canada,1994,150000,t,
nickel,mine,Canada,1995,181000,t,
nickel,mine,Canada,1996,183059,t,
nickel,mine,Canada,1997,190529,t,
nickel,mine,Canada,1998,208201,t,
nickel,mine,Canada,1999,188218,t,
nickel,mine,Canada,2000,190728,t,
nickel,mine,Canada,2001,193361,t,
nickel,mine,Canada,2002,178338,t,
nickel,mine,Canada,2003,162756,t,
nickel,mine,Canada,2004,187000,t,
nickel,mine,Canada,2005,198000,t,
nickel,mine,Canada,2006,233000,t,
nickel,mine,Canada,2007,255000,t,
nickel,mine,Canada,2008,260000,t,
nickel,mine,Canada,2009,137000,t,
nickel,mine,Canada,2010,158000,t,
nickel,mine,Canada,2011,220000,t,
nickel,mine,Canada,2012,205000,t,
nickel,mine,Canada,2013,223000,t,
nickel,mine,Canada,2014,235000,t,
nickel,mine,Canada,2015,235000,t,
nickel,mine,Canada,2016,236000,t,
nickel,mine,Canada,2017,214000,t,
nickel,mine,Canada,2018,176000,t,
nickel,mine,Canada,2019,181000,t,
nickel,mine,Canada,2020,167000,t,
nickel,mine,Canada,2021,134000,t,
nickel,mine,Canada,2022,130000,t,
nickel,mine,China,1994,36900,t,
nickel,mine,China,1995,37000,t,
nickel,mine,China,1996,43000,t,
nickel,mine,China,1997,44000,t,
nickel,mine,China,1998,48700,t,
nickel,mine,China,1999,50100,t,
nickel,mine,China,2000,51100,t,
nickel,mine,China,2001,51500,t,
nickel,mine,China,2002,54500,t,
nickel,mine,China,2003,60000,t,
nickel,mine,China,2004,64000,t,
nickel,mine,China,2005,77000,t,
nickel,mine,China,2006,82100,t,
nickel,mine,China,2007,85000,t,
nickel,mine,China,2008,68400,t,
nickel,mine,China,2009,79400,t,
nickel,mine,China,2010,79000,t,
nickel,mine,China,2011,89800,t,
nickel,mine,China,2012,93300,t,
nickel,mine,China,2013,95000,t,
nickel,mine,China,2014,100000,t,
nickel,mine,China,2015,92900,t,
nickel,mine,China,2016,98000,t,
nickel,mine,China,2017,103000,t,
nickel,mine,China,2018,110000,t,
nickel,mine,China,2019,120000,t,
nickel,mine,China,2020,120000,t,
nickel,mine,China,2021,109000,t,
nickel,mine,China,2022,110000,t,
nickel,mine,Colombia,1994,26100,t,
nickel,mine,Colombia,1995,24200,t,
nickel,mine,Colombia,1996,27700,t,
nickel,mine,Colombia,1997,31230,t,
nickel,mine,Colombia,1998,29422,t,
nickel,mine,Colombia,1999,39300,t,
nickel,mine,Colombia,2000,58927,t,
nickel,mine,Colombia,2001,52962,t,
nickel,mine,Colombia,2002,58196,t,
nickel,mine,Colombia,2003,70844,t,
nickel,mine,Colombia,2004,75000,t,
nickel,mine,Colombia,2005,89000,t,
nickel,mine,Colombia,2006,94100,t,
nickel,mine,Colombia,2007,101000,t,
nickel,mine,Colombia,2008,76400,t,
nickel,mine,Colombia,2009,72000,t,
nickel,mine,Colombia,2010,72000,t,
nickel,mine,Colombia,2011,76000,t,
nickel,mine,Colombia,2012,84000,t,
nickel,mine,Colombia,2013,75000,t,
nickel,mine,Colombia,2014,81000,t,
nickel,mine,Colombia,2015,40400,t,
nickel,mine,Colombia,2016,41600,t,
nickel,mine,Colombia,2017,45500,t,
nickel,mine,Cuba,1994,26900,t,
nickel,mine,Cuba,1995,42700,t,
nickel,mine,Cuba,1996,51613,t,
nickel,mine,Cuba,1997,59000,t,
nickel,mine,Cuba,1998,65300,t,
nickel,mine,Cuba,1999,64407,t,
nickel,mine,Cuba,2000,68305,t,
nickel,mine,Cuba,2001,70662,t,
nickel,mine,Cuba,2002,73000,t,
nickel,mine,Cuba,2003,74018,t,
nickel,mine,Cuba,2004,72400,t,
nickel,mine,Cuba,2005,72000,t,
nickel,mine,Cuba,2006,75000,t,
nickel,mine,Cuba,2007,75000,t,
nickel,mine,Cuba,2008,67300,t,
nickel,mine,Cuba,2009,67300,t,
nickel,mine,Cuba,2010,70000,t,
nickel,mine,Cuba,2011,71000,t,
nickel,mine,Cuba,2012,68200,t,
nickel,mine,Cuba,2013,66000,t,
nickel,mine,Cuba,2014,50400,t,
nickel,mine,Cuba,2015,56400,t,
nickel,mine,Cuba,2016,51600,t,
nickel,mine,Cuba,2017,52800,t,
nickel,mine,Cuba,2018,51000,t,
nickel,mine,Cuba,2019,49200,t,
nickel,mine,Dominican Republic,1994,30500,t,
nickel,mine,Dominican Republic,1995,49000,t,
nickel,mine,Dominican Republic,1996,45000,t,
nickel,mine,Dominican Republic,1997,52000,t,
nickel,mine,Dominican Republic,1998,41600,t,
nickel,mine,Dominican Republic,1999,39500,t,
nickel,mine,Dominican Republic,2000,39943,t,
nickel,mine,Dominican Republic,2001,31000,t,
nickel,mine,Dominican Republic,2002,38859,t,
nickel,mine,Dominican Republic,2003,45400,t,
nickel,mine,Dominican Republic,2004,47000,t,
nickel,mine,Dominican Republic,2005,46000,t,
nickel,mine,Dominican Republic,2006,46500,t,
nickel,mine,Dominican Republic,2007,47100,t,
nickel,mine,Dominican Republic,2008,31300,t,
nickel,mine,Dominican Republic,2011,21700,t,
nickel,mine,Dominican Republic,2012,15200,t,
nickel,mine,Dominican Republic,2013,15800,t,
nickel,mine,Dominican Republic,2019,56900,t,
nickel,mine,Finland,1994,7190,t,
nickel,mine,Finland,1995,4380,t,
nickel,mine,Finland,2017,34600,t,
nickel,mine,Greece,1994,18800,t,
nickel,mine,Greece,1995,19900,t,
nickel,mine,Greece,1996,20000,t,
nickel,mine,Greece,1997,18419,t,
nickel,mine,Greece,1998,16985,t,
nickel,mine,Greece,1999,16050,t,
nickel,mine,Greece,2000,19535,t,
nickel,mine,Greece,2001,20830,t,
nickel,mine,Greece,2002,22670,t,
nickel,mine,Greece,2003,21410,t,
nickel,mine,Greece,2004,21700,t,
nickel,mine,Greece,2005,23200,t,
nickel,mine,Greece,2006,21700,t,
nickel,mine,Greece,2007,21200,t,
nickel,mine,Greece,2008,18600,t,
nickel,mine,Guatemala,2014,38400,t,
nickel,mine,Guatemala,2015,52400,t,
nickel,mine,Guatemala,2016,54000,t,
nickel,mine,Guatemala,2017,53700,t,
nickel,mine,Indonesia,1994,81200,t,
nickel,mine,Indonesia,1995,88200,t,
nickel,mine,Indonesia,1996,90000,t,
nickel,mine,Indonesia,1997,72200,t,
nickel,mine,Indonesia,1998,74063,t,
nickel,mine,Indonesia,1999,89100,t,
nickel,mine,Indonesia,2000,98200,t,
nickel,mine,Indonesia,2001,102000,t,
nickel,mine,Indonesia,2002,122000,t,
nickel,mine,Indonesia,2003,143000,t,
nickel,mine,Indonesia,2004,133000,t,
nickel,mine,Indonesia,2005,160000,t,
nickel,mine,Indonesia,2006,140000,t,
nickel,mine,Indonesia,2007,229000,t,
nickel,mine,Indonesia,2008,193000,t,
nickel,mine,Indonesia,2009,203000,t,
nickel,mine,Indonesia,2010,232000,t,
nickel,mine,Indonesia,2011,290000,t,
nickel,mine,Indonesia,2012,228000,t,
nickel,mine,Indonesia,2013,440000,t,
nickel,mine,Indonesia,2014,177000,t,
nickel,mine,Indonesia,2015,130000,t,
nickel,mine,Indonesia,2016,199000,t,
nickel,mine,Indonesia,2017,345000,t,
nickel,mine,Indonesia,2018,606000,t,
nickel,mine,Indonesia,2019,853000,t,
nickel,mine,Indonesia,2020,771000,t,
nickel,mine,Indonesia,2021,1040000,t,
nickel,mine,Indonesia,2022,1600000,t,
nickel,mine,Madagascar,2010,15000,t,
nickel,mine,Madagascar,2011,5900,t,
nickel,mine,Madagascar,2012,8250,t,
nickel,mine,Madagascar,2013,29200,t,
nickel,mine,Madagascar,2014,40300,t,
nickel,mine,Madagascar,2015,45500,t,
nickel,mine,Madagascar,2016,49000,t,
nickel,mine,Madagascar,2017,41700,t,
nickel,mine,New Caledonia,1994,96000,t,
nickel,mine,New Caledonia,1995,121000,t,
nickel,mine,New Caledonia,1996,142200,t,
nickel,mine,New Caledonia,1997,137068,t,
nickel,mine,New Caledonia,1998,129200,t,
nickel,mine,New Caledonia,1999,110062,t,
nickel,mine,New Caledonia,2000,127493,t,
nickel,mine,New Caledonia,2001,117554,t,
nickel,mine,New Caledonia,2002,99650,t,
nickel,mine,New Caledonia,2003,111895,t,
nickel,mine,New Caledonia,2004,118000,t,
nickel,mine,New Caledonia,2005,112000,t,
nickel,mine,New Caledonia,2006,103000,t,
nickel,mine,New Caledonia,2007,125000,t,
nickel,mine,New Caledonia,2008,103000,t,
nickel,mine,New Caledonia,2009,92800,t,
nickel,mine,New Caledonia,2010,130000,t,
nickel,mine,New Caledonia,2011,131000,t,
nickel,mine,New Caledonia,2012,132000,t,
nickel,mine,New Caledonia,2013,164000,t,
nickel,mine,New Caledonia,2014,178000,t,
nickel,mine,New Caledonia,2015,186000,t,
nickel,mine,New Caledonia,2016,207000,t,
nickel,mine,New Caledonia,2017,215000,t,
nickel,mine,New Caledonia,2018,216000,t,
nickel,mine,New Caledonia,2019,208000,t,
nickel,mine,New Caledonia,2020,200000,t,
nickel,mine,New Caledonia,2021,186000,t,
nickel,mine,New Caledonia,2022,190000,t,
nickel,mine,Other countries,1994,3800,t,
nickel,mine,Other countries,1995,6510,t,
nickel,mine,Other countries,1996,19906,t,
nickel,mine,Other countries,1997,21300,t,
nickel,mine,Other countries,1998,16000,t,
nickel,mine,Other countries,1999,12400,t,
nickel,mine,Other countries,2000,8200,t,
nickel,mine,Other countries,2001,9240,t,
nickel,mine,Other countries,2002,14000,t,
nickel,mine,Other countries,2003,14000,t,
nickel,mine,Other countries,2004,11000,t,
nickel,mine,Other countries,2005,25000,t,
nickel,mine,Other countries,2006,34300,t,
nickel,mine,Other countries,2007,27700,t,
nickel,mine,Other countries,2008,46000,t,
nickel,mine,Other countries,2009,51700,t,
nickel,mine,Other countries,2010,99000,t,
nickel,mine,Other countries,2011,103000,t,
nickel,mine,Other countries,2012,273000,t,
nickel,mine,Other countries,2013,377000,t,
nickel,mine,Other countries,2014,377000,t,
nickel,mine,Other countries,2015,157000,t,
nickel,mine,Other countries,2016,150000,t,
nickel,mine,Other countries,2017,146000,t,
nickel,mine,Other countries,2018,366000,t,
nickel,mine,Other countries,2019,310000,t,
nickel,mine,Other countries,2020,373000,t,
nickel,mine,Other countries,2021,429000,t,
nickel,mine,Other countries,2022,440000,t,
nickel,mine,Philippines,1994,9850,t,
nickel,mine,Philippines,1995,15100,t,
nickel,mine,Philippines,1996,14700,t,
nickel,mine,Philippines,1997,18132,t,
nickel,mine,Philippines,1998,12840,t,
nickel,mine,Philippines,1999,8450,t,
nickel,mine,Philippines,2000,23500,t,
nickel,mine,Philippines,2001,27359,t,
nickel,mine,Philippines,2002,26532,t,
nickel,mine,Philippines,2003,21150,t,
nickel,mine,Philippines,2004,17000,t,
nickel,mine,Philippines,2005,26600,t,
nickel,mine,Philippines,2006,58900,t,
nickel,mine,Philippines,2007,79500,t,
nickel,mine,Philippines,2008,83900,t,
nickel,mine,Philippines,2009,137000,t,
nickel,mine,Philippines,2010,173000,t,
nickel,mine,Philippines,2011,270000,t,
nickel,mine,Philippines,2012,424000,t,
nickel,mine,Philippines,2013,446000,t,
nickel,mine,Philippines,2014,523000,t,
nickel,mine,Philippines,2015,554000,t,
nickel,mine,Philippines,2016,347000,t,
nickel,mine,Philippines,2017,366000,t,
nickel,mine,Philippines,2018,345000,t,
nickel,mine,Philippines,2019,323000,t,
nickel,mine,Philippines,2020,334000,t,
nickel,mine,Philippines,2021,387000,t,
nickel,mine,Philippines,2022,330000,t,
nickel,mine,Russia,1994,240000,t,
nickel,mine,Russia,1995,251000,t,
nickel,mine,Russia,1996,230000,t,
nickel,mine,Russia,1997,260000,t,
nickel,mine,Russia,1998,250000,t,
nickel,mine,Russia,1999,260000,t,
nickel,mine,Russia,2000,270000,t,
nickel,mine,Russia,2001,325000,t,
nickel,mine,Russia,2002,310000,t,
nickel,mine,Russia,2003,315000,t,
nickel,mine,Russia,2004,315000,t,
nickel,mine,Russia,2005,315000,t,
nickel,mine,Russia,2006,320000,t,
nickel,mine,Russia,2007,280000,t,
nickel,mine,Russia,2008,277000,t,
nickel,mine,Russia,2009,262000,t,
nickel,mine,Russia,2010,269000,t,
nickel,mine,Russia,2011,267000,t,
nickel,mine,Russia,2012,255000,t,
nickel,mine,Russia,2013,275000,t,
nickel,mine,Russia,2014,239000,t,
nickel,mine,Russia,2015,269000,t,
nickel,mine,Russia,2016,222000,t,
nickel,mine,Russia,2017,214000,t,
nickel,mine,Russia,2018,272000,t,
nickel,mine,Russia,2019,279000,t,
nickel,mine,Russia,2020,283000,t,
nickel,mine,Russia,2021,205000,t,
nickel,mine,Russia,2022,220000,t,
nickel,mine,South Africa,1994,30100,t,
nickel,mine,South Africa,1995,29800,t,
nickel,mine,South Africa,1996,33613,t,
nickel,mine,South Africa,1997,34830,t,
nickel,mine,South Africa,1998,36411,t,
nickel,mine,South Africa,1999,35802,t,
nickel,mine,South Africa,2000,36616,t,
nickel,mine,South Africa,2001,36443,t,
nickel,mine,South Africa,2002,38546,t,
nickel,mine,South Africa,2003,40842,t,
nickel,mine,South Africa,2004,39900,t,
nickel,mine,South Africa,2005,42500,t,
nickel,mine,South Africa,2006,41600,t,
nickel,mine,South Africa,2007,37900,t,
nickel,mine,South Africa,2008,31700,t,
nickel,mine,South Africa,2009,34600,t,
nickel,mine,South Africa,2010,40000,t,
nickel,mine,South Africa,2011,44000,t,
nickel,mine,South Africa,2012,45900,t,
nickel,mine,South Africa,2013,51200,t,
nickel,mine,South Africa,2014,55000,t,
nickel,mine,South Africa,2015,56700,t,
nickel,mine,South Africa,2016,49000,t,
nickel,mine,South Africa,2017,48400,t,
nickel,mine,Spain,2008,8140,t,
nickel,mine,Ukraine,1994,4000,t,
nickel,mine,United States,1995,1560,t,
nickel,mine,United States,1996,1330,t,
nickel,mine,United States,2014,4300,t,
nickel,mine,United States,2015,27200,t,
nickel,mine,United States,2016,24100,t,
nickel,mine,United States,2017,22100,t,
nickel,mine,United States,2018,17600,t,
nickel,mine,United States,2019,13500,t,
nickel,mine,United States,2020,16700,t,
nickel,mine,United States,2021,18400,t,
nickel,mine,United States,2022,18000,t,
nickel,mine,Venezuela,2000,2472,t,
nickel,mine,Venezuela,2001,13600,t,
nickel,mine,Venezuela,2002,18200,t,
nickel,mine,Venezuela,2003,20700,t,
nickel,mine,Venezuela,2004,20500,t,
nickel,mine,Venezuela,2005,20000,t,
nickel,mine,Venezuela,2006,20000,t,
nickel,mine,Venezuela,2007,20000,t,
nickel,mine,Venezuela,2008,13000,t,
nickel,mine,Venezuela,2009,13200,t,
nickel,mine,World,1994,906000,t,
nickel,mine,World,1995,1040000,t,
nickel,mine,World,1996,1080000,t,
nickel,mine,World,1997,1120000,t,
nickel,mine,World,1998,1140000,t,
nickel,mine,World,1999,1120000,t,
nickel,mine,World,2000,1250000,t,
nickel,mine,World,2001,1330000,t,
nickel,mine,World,2002,1340000,t,
nickel,mine,World,2003,1400000,t,
nickel,mine,World,2004,1400000,t,
nickel,mine,World,2005,1490000,t,
nickel,mine,World,2006,1580000,t,
nickel,mine,World,2007,1660000,t,
nickel,mine,World,2008,1570000,t,
nickel,mine,World,2009,1400000,t,
nickel,mine,World,2010,1590000,t,
nickel,mine,World,2011,1940000,t,
nickel,mine,World,2012,2220000,t,
nickel,mine,World,2013,2630000,t,
nickel,mine,World,2014,2450000,t,
nickel,mine,World,2015,2280000,t,
nickel,mine,World,2016,2090000,t,
nickel,mine,World,2017,2160000,t,
nickel,mine,World,2018,2400000,t,
nickel,mine,World,2019,2610000,t,
nickel,mine,World,2020,2510000,t,
nickel,mine,World,2021,2730000,t,
nickel,mine,World,2022,3300000,t,
nickel,mine,Zimbabwe,1994,13500,t,
nickel,mine,Zimbabwe,1995,11700,t,
nickel,mine,Zimbabwe,1996,11600,t,
nickel,mine,Zimbabwe,1997,11000,t,
nickel,mine,Zimbabwe,1998,12749,t,
nickel,mine,Zimbabwe,1999,11164,t,
nickel,mine,Zimbabwe,2000,8160,t,
nickel,mine,Zimbabwe,2001,8145,t,
nickel,mine,Zimbabwe,2002,8092,t,
nickel,mine,Zimbabwe,2003,9517,t,
nickel,mine,Zimbabwe,2004,9520,t,
nickel,mine,Zimbabwe,2005,9500,t,
nickel,mine,Zimbabwe,2006,8820,t,
nickel,mine,Zimbabwe,2007,7120,t,
niobium,mine,Australia,1994,81,t,
niobium,mine,Australia,1995,109,t,
niobium,mine,Australia,1996,112,t,
niobium,mine,Australia,1997,125,t,
niobium,mine,Australia,1998,140,t,
niobium,mine,Australia,1999,140,t,
niobium,mine,Australia,2000,160,t,
niobium,mine,Australia,2001,230,t,
niobium,mine,Australia,2002,290,t,
niobium,mine,Australia,2003,230,t,
niobium,mine,Australia,2004,200,t,
niobium,mine,Australia,2005,200,t,
niobium,mine,Australia,2006,200,t,
niobium,mine,Brazil,1994,12700,t,
niobium,mine,Brazil,1995,15300,t,
niobium,mine,Brazil,1996,13500,t,
niobium,mine,Brazil,1997,18100,t,
niobium,mine,Brazil,1998,16000,t,
niobium,mine,Brazil,1999,21100,t,
niobium,mine,Brazil,2000,30000,t,
niobium,mine,Brazil,2001,22000,t,
niobium,mine,Brazil,2002,26000,t,
niobium,mine,Brazil,2003,29000,t,
niobium,mine,Brazil,2004,29900,t,
niobium,mine,Brazil,2005,35000,t,
niobium,mine,Brazil,2006,40000,t,
niobium,mine,Brazil,2007,57300,t,
niobium,mine,Brazil,2008,58000,t,
niobium,mine,Brazil,2009,58000,t,
niobium,mine,Brazil,2010,58000,t,
niobium,mine,Brazil,2011,58000,t,
niobium,mine,Brazil,2012,45000,t,
niobium,mine,Brazil,2013,53100,t,
niobium,mine,Brazil,2014,50000,t,
niobium,mine,Brazil,2015,58000,t,
niobium,mine,Brazil,2016,57000,t,
niobium,mine,Brazil,2017,60700,t,
niobium,mine,Brazil,2018,59000,t,
niobium,mine,Brazil,2019,88900,t,
