material,stage,country,year,value,unit,note
silicon,production,France,1995,130000,t,
silicon,production,France,1996,140000,t,
silicon,production,France,1997,157000,t,
silicon,production,France,1998,145000,t,
silicon,production,France,1999,145000,t,
silicon,production,France,2000,145000,t,
silicon,production,France,2001,139000,t,
silicon,production,France,2002,140000,t,
silicon,production,France,2003,139000,t,
silicon,production,France,2004,139000,t,
silicon,production,France,2005,139000,t,
silicon,production,France,2006,124000,t,
silicon,production,France,2007,164000,t,
silicon,production,France,2008,112000,t,
silicon,production,France,2009,66000,t,
silicon,production,France,2010,127000,t,
silicon,production,France,2011,164000,t,
silicon,production,France,2012,174000,t,
silicon,production,France,2013,130000,t,
silicon,production,France,2014,130000,t,
silicon,production,France,2015,121000,t,
silicon,production,France,2016,120000,t,
silicon,production,France,2017,126000,t,
silicon,production,France,2018,140000,t,
silicon,production,France,2019,130000,t,
silicon,production,France,2020,112000,t,
silicon,production,France,2021,127000,t,
silicon,production,France,2022,120000,t,
silicon,production,Germany,1995,15000,t,
silicon,production,Germany,1999,20000,t,
silicon,production,Germany,2021,63000,t,
silicon,production,Germany,2022,63000,t,
silicon,production,Iceland,1995,45000,t,
silicon,production,Iceland,1996,47000,t,
silicon,production,Iceland,1997,46000,t,
silicon,production,Iceland,1998,40000,t,
silicon,production,Iceland,1999,49000,t,
silicon,production,Iceland,2000,46000,t,
silicon,production,Iceland,2001,46000,t,
silicon,production,Iceland,2002,73000,t,
silicon,production,Iceland,2003,75000,t,
silicon,production,Iceland,2004,78000,t,
silicon,production,Iceland,2005,78000,t,
silicon,production,Iceland,2006,74000,t,
silicon,production,Iceland,2007,74000,t,
silicon,production,Iceland,2008,73000,t,
silicon,production,Iceland,2009,81000,t,
silicon,production,Iceland,2010,74000,t,
silicon,production,Iceland,2011,78000,t,
silicon,production,Iceland,2012,75000,t,
silicon,production,Iceland,2013,75000,t,
silicon,production,Iceland,2014,75000,t,
silicon,production,Iceland,2015,75000,t,
silicon,production,Iceland,2016,79000,t,
silicon,production,Iceland,2017,76000,t,
silicon,production,Iceland,2018,83000,t,
silicon,production,Iceland,2019,88000,t,
silicon,production,Iceland,2020,103000,t,
silicon,production,Iceland,2021,111000,t,
silicon,production,Iceland,2022,110000,t,
silicon,production,India,1995,55000,t,
silicon,production,India,1996,55000,t,
silicon,production,India,1997,58000,t,
silicon,production,India,1998,58000,t,
silicon,production,India,1999,36000,t,
silicon,production,India,2000,39000,t,
silicon,production,India,2001,33000,t,
silicon,production,India,2002,34000,t,
silicon,production,India,2003,35000,t,
silicon,production,India,2004,36000,t,
silicon,production,India,2005,36000,t,
silicon,production,India,2006,38000,t,
silicon,production,India,2007,39000,t,
silicon,production,India,2008,40000,t,
silicon,production,India,2009,59000,t,
silicon,production,India,2010,66000,t,
silicon,production,India,2011,68000,t,
silicon,production,India,2012,70000,t,
silicon,production,India,2013,86000,t,
silicon,production,India,2014,86000,t,
silicon,production,India,2015,60000,t,
silicon,production,India,2016,59000,t,
silicon,production,India,2017,59000,t,
silicon,production,India,2018,57000,t,
silicon,production,India,2019,60000,t,
silicon,production,India,2020,59000,t,
silicon,production,India,2021,59000,t,
silicon,production,India,2022,59000,t,
silicon,production,Kazakhstan,1995,230000,t,
silicon,production,Kazakhstan,1996,77000,t,
silicon,production,Kazakhstan,1997,65000,t,
silicon,production,Kazakhstan,1998,60000,t,
silicon,production,Kazakhstan,1999,78000,t,
silicon,production,Kazakhstan,2000,78000,t,
silicon,production,Kazakhstan,2001,95000,t,
silicon,production,Kazakhstan,2002,83000,t,
silicon,production,Kazakhstan,2003,83000,t,
silicon,production,Kazakhstan,2004,67000,t,
silicon,production,Kazakhstan,2005,68000,t,
silicon,production,Kazakhstan,2006,68000,t,
silicon,production,Kazakhstan,2007,68000,t,
silicon,production,Kazakhstan,2020,67000,t,
silicon,production,Kazakhstan,2021,122000,t,
silicon,production,Kazakhstan,2022,120000,t,
silicon,production,Macedonia,1997,37000,t,
silicon,production,Macedonia,1998,37000,t,
silicon,production,Macedonia,1999,33000,t,
silicon,production,Macedonia,2007,39000,t,
silicon,production,Malaysia,2015,68000,t,
silicon,production,Malaysia,2016,82000,t,
silicon,production,Malaysia,2017,113000,t,
silicon,production,Malaysia,2018,140000,t,
silicon,production,Malaysia,2019,150000,t,
silicon,production,Malaysia,2020,109000,t,
silicon,production,Malaysia,2021,85000,t,
silicon,production,Malaysia,2022,92000,t,
silicon,production,Norway,1995,375000,t,
silicon,production,Norway,1996,408000,t,
silicon,production,Norway,1997,413000,t,
silicon,production,Norway,1998,413000,t,
silicon,production,Norway,1999,404000,t,
silicon,production,Norway,2000,397000,t,
silicon,production,Norway,2001,391000,t,
silicon,production,Norway,2002,390000,t,
silicon,production,Norway,2003,326000,t,
silicon,production,Norway,2004,298000,t,
silicon,production,Norway,2005,278000,t,
silicon,production,Norway,2006,150000,t,
silicon,production,Norway,2007,221000,t,
silicon,production,Norway,2008,235000,t,
silicon,production,Norway,2009,301000,t,
silicon,production,Norway,2010,303000,t,
silicon,production,Norway,2011,297000,t,
silicon,production,Norway,2012,339000,t,
silicon,production,Norway,2013,362000,t,
silicon,production,Norway,2014,332000,t,
silicon,production,Norway,2015,375000,t,
silicon,production,Norway,2016,380000,t,
silicon,production,Norway,2017,375000,t,
silicon,production,Norway,2018,370000,t,
silicon,production,Norway,2019,375000,t,
silicon,production,Norway,2020,345000,t,
silicon,production,Norway,2021,362000,t,
silicon,production,Norway,2022,360000,t,
silicon,production,Other countries,1995,90000,t,
silicon,production,Other countries,1996,130000,t,
silicon,production,Other countries,1997,124000,t,
silicon,production,Other countries,1998,112000,t,
silicon,production,Other countries,1999,103000,t,
silicon,production,Other countries,2000,211000,t,
silicon,production,Other countries,2001,208000,t,
silicon,production,Other countries,2002,214000,t,
silicon,production,Other countries,2003,210000,t,
silicon,production,Other countries,2004,255000,t,
silicon,production,Other countries,2005,289000,t,
silicon,production,Other countries,2006,297000,t,
silicon,production,Other countries,2007,180000,t,
silicon,production,Other countries,2008,288000,t,
silicon,production,Other countries,2009,266000,t,
silicon,production,Other countries,2010,394000,t,
silicon,production,Other countries,2011,383000,t,
silicon,production,Other countries,2012,349000,t,
silicon,production,Other countries,2013,359000,t,
silicon,production,Other countries,2014,379000,t,
silicon,production,Other countries,2015,300000,t,
silicon,production,Other countries,2016,310000,t,
silicon,production,Other countries,2017,274000,t,
silicon,production,Other countries,2018,290000,t,
silicon,production,Other countries,2019,278000,t,
silicon,production,Other countries,2020,175000,t,
silicon,production,Other countries,2021,128000,t,
silicon,production,Other countries,2022,210000,t,
silicon,production,Poland,1995,35000,t,
silicon,production,Poland,1996,47000,t,
silicon,production,Poland,1997,47000,t,
silicon,production,Poland,1998,50000,t,
silicon,production,Poland,1999,47000,t,
silicon,production,Poland,2000,47000,t,
silicon,production,Poland,2001,47000,t,
silicon,production,Poland,2002,39000,t,
silicon,production,Poland,2003,35000,t,
silicon,production,Poland,2018,43000,t,
silicon,production,Poland,2020,42000,t,
silicon,production,Poland,2021,49000,t,
silicon,production,Poland,2022,49000,t,
silicon,production,Romania,1995,15000,t,
silicon,production,Russia,1995,270000,t,
silicon,production,Russia,1996,267000,t,
silicon,production,Russia,1997,362000,t,
silicon,production,Russia,1998,362000,t,
silicon,production,Russia,1999,430000,t,
silicon,production,Russia,2000,463000,t,
silicon,production,Russia,2001,499000,t,
silicon,production,Russia,2002,490000,t,
silicon,production,Russia,2003,538000,t,
silicon,production,Russia,2004,513000,t,
silicon,production,Russia,2005,526000,t,
silicon,production,Russia,2006,541000,t,
silicon,production,Russia,2007,635000,t,
silicon,production,Russia,2008,605000,t,
silicon,production,Russia,2009,537000,t,
silicon,production,Russia,2010,643000,t,
silicon,production,Russia,2011,647000,t,
silicon,production,Russia,2012,733000,t,
silicon,production,Russia,2013,733000,t,
silicon,production,Russia,2014,700000,t,
silicon,production,Russia,2015,747000,t,
silicon,production,Russia,2016,750000,t,
silicon,production,Russia,2017,670000,t,
silicon,production,Russia,2018,600000,t,
silicon,production,Russia,2019,610000,t,
silicon,production,Russia,2020,576000,t,
silicon,production,Russia,2021,644000,t,
silicon,production,Russia,2022,640000,t,
silicon,production,Slovakia,1996,20000,t,
silicon,production,Slovakia,1997,20000,t,
silicon,production,Slovakia,1998,20000,t,
silicon,production,Slovakia,2000,46000,t,
silicon,production,Slovakia,2001,33000,t,
silicon,production,Slovakia,2002,33000,t,
silicon,production,Slovakia,2003,33000,t,
silicon,production,South Africa,1995,90000,t,
silicon,production,South Africa,1996,97000,t,
silicon,production,South Africa,1997,115000,t,
silicon,production,South Africa,1998,98000,t,
silicon,production,South Africa,1999,95000,t,
silicon,production,South Africa,2000,98000,t,
silicon,production,South Africa,2001,110000,t,
silicon,production,South Africa,2002,110000,t,
silicon,production,South Africa,2003,138000,t,
silicon,production,South Africa,2004,149000,t,
silicon,production,South Africa,2005,131000,t,
silicon,production,South Africa,2006,144000,t,
silicon,production,South Africa,2007,149000,t,
silicon,production,South Africa,2008,154000,t,
silicon,production,South Africa,2009,116000,t,
silicon,production,South Africa,2010,137000,t,
silicon,production,South Africa,2011,142000,t,
silicon,production,South Africa,2012,132000,t,
silicon,production,South Africa,2013,84000,t,
silicon,production,South Africa,2014,84000,t,
silicon,production,South Africa,2015,84000,t,
silicon,production,South Africa,2016,85000,t,
silicon,production,South Africa,2017,65000,t,
silicon,production,South Africa,2019,96000,t,
silicon,production,Spain,1995,25000,t,
silicon,production,Spain,1996,24000,t,
silicon,production,Spain,1997,34000,t,
silicon,production,Spain,1998,34000,t,
silicon,production,Spain,1999,55000,t,
silicon,production,Spain,2000,55000,t,
silicon,production,Spain,2001,55000,t,
silicon,production,Spain,2002,55000,t,
silicon,production,Spain,2003,55000,t,
silicon,production,Spain,2004,55000,t,
silicon,production,Spain,2005,55000,t,
silicon,production,Spain,2006,55000,t,
silicon,production,Spain,2007,78000,t,
silicon,production,Spain,2014,81000,t,
silicon,production,Spain,2015,81000,t,
silicon,production,Spain,2016,81000,t,
silicon,production,Spain,2017,69000,t,
silicon,production,Spain,2018,69000,t,
silicon,production,Spain,2019,66000,t,
silicon,production,Spain,2020,55000,t,
silicon,production,Spain,2021,60000,t,
silicon,production,Spain,2022,57000,t,
silicon,production,Sweden,1995,15000,t,
silicon,production,Ukraine,1995,195000,t,
silicon,production,Ukraine,1996,195000,t,
silicon,production,Ukraine,1997,195000,t,
silicon,production,Ukraine,1998,195000,t,
silicon,production,Ukraine,1999,158000,t,
silicon,production,Ukraine,2000,210000,t,
silicon,production,Ukraine,2001,211000,t,
silicon,production,Ukraine,2002,210000,t,
silicon,production,Ukraine,2003,163000,t,
silicon,production,Ukraine,2004,161000,t,
silicon,production,Ukraine,2005,161000,t,
silicon,production,Ukraine,2006,84000,t,
silicon,production,Ukraine,2007,109000,t,
silicon,production,Ukraine,2008,99000,t,
silicon,production,Ukraine,2009,98000,t,
silicon,production,Ukraine,2010,127000,t,
silicon,production,Ukraine,2011,98000,t,
silicon,production,Ukraine,2012,78000,t,
silicon,production,Ukraine,2013,96000,t,
silicon,production,Ukraine,2014,92000,t,
silicon,production,Ukraine,2015,59000,t,
silicon,production,Ukraine,2016,66000,t,
silicon,production,Ukraine,2017,60000,t,
silicon,production,Ukraine,2018,49000,t,
silicon,production,Ukraine,2019,63000,t,
silicon,production,Ukraine,2020,40000,t,
silicon,production,Ukraine,2021,49000,t,
silicon,production,Ukraine,2022,19000,t,
silicon,production,United States,1995,396000,t,
silicon,production,United States,1996,412000,t,
silicon,production,United States,1997,430000,t,
silicon,production,United States,1998,429000,t,
silicon,production,United States,1999,423000,t,
silicon,production,United States,2000,367000,t,
silicon,production,United States,2001,282000,t,
silicon,production,United States,2002,261000,t,
silicon,production,United States,2003,248000,t,
silicon,production,United States,2004,275000,t,
silicon,production,United States,2005,270000,t,
silicon,production,United States,2006,146000,t,
silicon,production,United States,2007,155000,t,
silicon,production,United States,2008,164000,t,
silicon,production,United States,2009,139000,t,
silicon,production,United States,2010,176000,t,
silicon,production,United States,2011,326000,t,
silicon,production,United States,2012,383000,t,
silicon,production,United States,2013,365000,t,
silicon,production,United States,2014,373000,t,
silicon,production,United States,2015,411000,t,
silicon,production,United States,2016,384000,t,
silicon,production,United States,2017,415000,t,
silicon,production,United States,2018,430000,t,
silicon,production,United States,2019,310000,t,
silicon,production,United States,2020,277000,t,
silicon,production,United States,2021,313000,t,
silicon,production,United States,2022,310000,t,
silicon,production,Venezuela,1995,25000,t,
silicon,production,Venezuela,1996,32000,t,
silicon,production,Venezuela,1997,39000,t,
silicon,production,Venezuela,1998,39000,t,
silicon,production,Venezuela,1999,37000,t,
silicon,production,Venezuela,2000,39000,t,
silicon,production,Venezuela,2001,39000,t,
silicon,production,Venezuela,2002,38000,t,
silicon,production,Venezuela,2003,59000,t,
silicon,production,Venezuela,2004,60000,t,
silicon,production,Venezuela,2005,60000,t,
silicon,production,Venezuela,2006,60000,t,
silicon,production,Venezuela,2007,61000,t,
silicon,production,Venezuela,2008,61000,t,
silicon,production,Venezuela,2009,54000,t,
silicon,production,Venezuela,2010,50000,t,
silicon,production,Venezuela,2011,46000,t,
silicon,production,Venezuela,2012,53000,t,
silicon,production,Venezuela,2013,48000,t,
silicon,production,World,1995,3100000,t,
silicon,production,World,1996,3200000,t,
silicon,production,World,1997,3400000,t,
silicon,production,World,1998,3200000,t,
silicon,production,World,1999,3400000,t,
silicon,production,World,2000,3500000,t,
silicon,production,World,2001,3500000,t,
silicon,production,World,2002,3720000,t,
silicon,production,World,2003,4390000,t,
silicon,production,World,2004,4900000,t,
silicon,production,World,2005,4720000,t,
silicon,production,World,2006,4970000,t,
silicon,production,World,2007,5590000,t,
silicon,production,World,2008,6160000,t,
silicon,production,World,2009,6310000,t,
silicon,production,World,2010,7290000,t,
silicon,production,World,2011,7370000,t,
silicon,production,World,2012,7770000,t,
silicon,production,World,2013,7880000,t,
silicon,production,World,2014,8110000,t,
silicon,production,World,2015,7630000,t,
silicon,production,World,2016,7600000,t,
silicon,production,World,2017,6580000,t,
silicon,production,World,2018,7400000,t,
silicon,production,World,2019,8410000,t,
silicon,production,World,2020,8120000,t,
silicon,production,World,2021,9150000,t,
silicon,production,World,2022,8800000,t,
silver,mine,Argentina,2017,1020,t,
silver,mine,Argentina,2018,1020,t,
silver,mine,Argentina,2019,1080,t,
silver,mine,Argentina,2020,710,t,
silver,mine,Argentina,2021,720,t,
silver,mine,Argentina,2022,840,t,
silver,mine,Australia,1994,1060,t,
silver,mine,Australia,1995,920,t,
silver,mine,Australia,1996,1020,t,
silver,mine,Australia,1997,1106,t,
silver,mine,Australia,1998,1469,t,
silver,mine,Australia,1999,1720,t,
silver,mine,Australia,2000,1720,t,
silver,mine,Australia,2001,2100,t,
silver,mine,Australia,2002,2077,t,
silver,mine,Australia,2003,1872,t,
silver,mine,Australia,2004,2240,t,
silver,mine,Australia,2005,2050,t,
silver,mine,Australia,2006,1727,t,
silver,mine,Australia,2007,1880,t,
silver,mine,Australia,2008,1930,t,
silver,mine,Australia,2009,1630,t,
silver,mine,Australia,2010,1860,t,
silver,mine,Australia,2011,1730,t,
silver,mine,Australia,2012,1730,t,
silver,mine,Australia,2013,1840,t,
silver,mine,Australia,2014,1720,t,
silver,mine,Australia,2015,1430,t,
silver,mine,Australia,2016,1420,t,
silver,mine,Australia,2017,1200,t,
silver,mine,Australia,2018,1220,t,
silver,mine,Australia,2019,1330,t,
silver,mine,Australia,2020,1340,t,
silver,mine,Australia,2021,1360,t,
silver,mine,Australia,2022,1400,t,
silver,mine,Bolivia,2008,1110,t,
silver,mine,Bolivia,2009,1300,t,
silver,mine,Bolivia,2010,1260,t,
silver,mine,Bolivia,2011,1210,t,
silver,mine,Bolivia,2012,1210,t,
silver,mine,Bolivia,2013,1290,t,
silver,mine,Bolivia,2014,1340,t,
silver,mine,Bolivia,2015,1190,t,
silver,mine,Bolivia,2016,1350,t,
silver,mine,Bolivia,2017,1240,t,
silver,mine,Bolivia,2018,1190,t,
silver,mine,Bolivia,2019,1160,t,
silver,mine,Bolivia,2020,930,t,
silver,mine,Bolivia,2021,1290,t,
silver,mine,Bolivia,2022,1300,t,
silver,mine,Canada,1994,758,t,
silver,mine,Canada,1995,1195,t,
silver,mine,Canada,1996,1230,t,
silver,mine,Canada,1997,1222,t,
silver,mine,Canada,1998,1179,t,
silver,mine,Canada,1999,1250,t,
silver,mine,Canada,2000,1246,t,
silver,mine,Canada,2001,1270,t,
silver,mine,Canada,2002,1344,t,
silver,mine,Canada,2003,1309,t,
silver,mine,Canada,2004,1340,t,
silver,mine,Canada,2005,1120,t,
silver,mine,Canada,2006,980,t,
silver,mine,Canada,2007,800,t,
silver,mine,Canada,2008,730,t,
silver,mine,Canada,2009,600,t,
silver,mine,Canada,2010,600,t,
silver,mine,Canada,2011,572,t,
silver,mine,Canada,2012,663,t,
silver,mine,Canada,2013,627,t,
silver,mine,Canada,2014,493,t,
silver,mine,Chile,2002,1350,t,
silver,mine,Chile,2003,1250,t,
silver,mine,Chile,2004,1360,t,
silver,mine,Chile,2005,1400,t,
silver,mine,Chile,2006,1600,t,
silver,mine,Chile,2007,1900,t,
silver,mine,Chile,2008,1400,t,
silver,mine,Chile,2009,1300,t,
silver,mine,Chile,2010,1280,t,
silver,mine,Chile,2011,1290,t,
silver,mine,Chile,2012,1190,t,
silver,mine,Chile,2013,1170,t,
silver,mine,Chile,2014,1570,t,
silver,mine,Chile,2015,1370,t,
silver,mine,Chile,2016,1500,t,
silver,mine,Chile,2017,1260,t,
silver,mine,Chile,2018,1370,t,
silver,mine,Chile,2019,1350,t,
silver,mine,Chile,2020,1580,t,
silver,mine,Chile,2021,1280,t,
silver,mine,Chile,2022,1600,t,
silver,mine,China,2001,1800,t,
silver,mine,China,2002,2500,t,
silver,mine,China,2003,2500,t,
silver,mine,China,2004,2450,t,
silver,mine,China,2005,2500,t,
silver,mine,China,2006,2600,t,
silver,mine,China,2007,2560,t,
silver,mine,China,2008,2800,t,
silver,mine,China,2009,2900,t,
silver,mine,China,2010,3500,t,
silver,mine,China,2011,3700,t,
silver,mine,China,2012,3900,t,
silver,mine,China,2013,4100,t,
silver,mine,China,2014,4060,t,
silver,mine,China,2015,3100,t,
silver,mine,China,2016,2380,t,
silver,mine,China,2017,3500,t,
silver,mine,China,2018,3570,t,
silver,mine,China,2019,3440,t,
silver,mine,China,2020,3380,t,
silver,mine,China,2021,3500,t,
silver,mine,China,2022,3600,t,
silver,mine,India,2021,610,t,
silver,mine,India,2022,630,t,
silver,mine,Kazakhstan,2016,1180,t,
silver,mine,Kazakhstan,2020,435,t,
silver,mine,Mexico,1994,2330,t,
silver,mine,Mexico,1995,2400,t,
silver,mine,Mexico,1996,2500,t,
silver,mine,Mexico,1997,2679,t,
silver,mine,Mexico,1998,2680,t,
silver,mine,Mexico,1999,2340,t,
silver,mine,Mexico,2000,2338,t,
silver,mine,Mexico,2001,2760,t,
silver,mine,Mexico,2002,2748,t,
silver,mine,Mexico,2003,2569,t,
silver,mine,Mexico,2004,2700,t,
silver,mine,Mexico,2005,2890,t,
silver,mine,Mexico,2006,2700,t,
silver,mine,Mexico,2007,3000,t,
silver,mine,Mexico,2008,3240,t,
silver,mine,Mexico,2009,3550,t,
silver,mine,Mexico,2010,4410,t,
silver,mine,Mexico,2011,4150,t,
silver,mine,Mexico,2012,5360,t,
silver,mine,Mexico,2013,4860,t,
silver,mine,Mexico,2014,5000,t,
silver,mine,Mexico,2015,5370,t,
silver,mine,Mexico,2016,5360,t,
silver,mine,Mexico,2017,6110,t,
silver,mine,Mexico,2018,6120,t,
silver,mine,Mexico,2019,5920,t,
silver,mine,Mexico,2020,5540,t,
silver,mine,Mexico,2021,6110,t,
silver,mine,Mexico,2022,6300,t,
silver,mine,Other countries,1994,6570,t,
silver,mine,Other countries,1995,6540,t,
silver,mine,Other countries,1996,6910,t,
silver,mine,Other countries,1997,7170,t,
silver,mine,Other countries,1998,7070,t,
silver,mine,Other countries,1999,8230,t,
silver,mine,Other countries,2000,8230,t,
silver,mine,Other countries,2001,6680,t,
silver,mine,Other countries,2002,4600,t,
silver,mine,Other countries,2003,4100,t,
silver,mine,Other countries,2004,3960,t,
silver,mine,Other countries,2005,3500,t,
silver,mine,Other countries,2006,4600,t,
silver,mine,Other countries,2007,4630,t,
silver,mine,Other countries,2008,2680,t,
silver,mine,Other countries,2009,2820,t,
silver,mine,Other countries,2010,2950,t,
silver,mine,Other countries,2011,3600,t,
silver,mine,Other countries,2012,4230,t,
silver,mine,Other countries,2013,4440,t,
silver,mine,Other countries,2014,5040,t,
silver,mine,Other countries,2015,5000,t,
silver,mine,Other countries,2016,4100,t,
silver,mine,Other countries,2017,4770,t,
silver,mine,Other countries,2018,3730,t,
silver,mine,Other countries,2019,3920,t,
silver,mine,Other countries,2020,3230,t,
silver,mine,Other countries,2021,3200,t,
silver,mine,Other countries,2022,3500,t,
silver,mine,Peru,1994,1700,t,
silver,mine,Peru,1995,1908,t,
silver,mine,Peru,1996,1970,t,
silver,mine,Peru,1997,2077,t,
silver,mine,Peru,1998,1934,t,
silver,mine,Peru,1999,2220,t,
silver,mine,Peru,2000,2217,t,
silver,mine,Peru,2001,2350,t,
silver,mine,Peru,2002,2687,t,
silver,mine,Peru,2003,2774,t,
silver,mine,Peru,2004,3060,t,
silver,mine,Peru,2005,3190,t,
silver,mine,Peru,2006,3470,t,
silver,mine,Peru,2007,3500,t,
silver,mine,Peru,2008,3690,t,
silver,mine,Peru,2009,3850,t,
silver,mine,Peru,2010,3640,t,
silver,mine,Peru,2011,3410,t,
silver,mine,Peru,2012,3480,t,
silver,mine,Peru,2013,3670,t,
silver,mine,Peru,2014,3780,t,
silver,mine,Peru,2015,3850,t,
silver,mine,Peru,2016,4370,t,
silver,mine,Peru,2017,4300,t,
silver,mine,Peru,2018,4160,t,
silver,mine,Peru,2019,3860,t,
silver,mine,Peru,2020,2770,t,
silver,mine,Peru,2021,3310,t,
silver,mine,Peru,2022,3100,t,
silver,mine,Poland,2002,1200,t,
silver,mine,Poland,2003,1200,t,
silver,mine,Poland,2004,1250,t,
silver,mine,Poland,2005,1300,t,
silver,mine,Poland,2006,1300,t,
silver,mine,Poland,2007,1200,t,
silver,mine,Poland,2008,1190,t,
silver,mine,Poland,2009,1200,t,
silver,mine,Poland,2010,1180,t,
silver,mine,Poland,2011,1170,t,
silver,mine,Poland,2012,1150,t,
silver,mine,Poland,2013,1200,t,
silver,mine,Poland,2014,1260,t,
silver,mine,Poland,2015,1180,t,
silver,mine,Poland,2016,1270,t,
silver,mine,Poland,2017,1290,t,
silver,mine,Poland,2018,1470,t,
silver,mine,Poland,2019,1470,t,
silver,mine,Poland,2020,1250,t,
silver,mine,Poland,2021,1300,t,
silver,mine,Poland,2022,1300,t,
silver,mine,Russia,2008,1300,t,
silver,mine,Russia,2009,1400,t,
silver,mine,Russia,2010,1150,t,
silver,mine,Russia,2011,1350,t,
silver,mine,Russia,2012,1500,t,
silver,mine,Russia,2013,1720,t,
silver,mine,Russia,2014,1330,t,
silver,mine,Russia,2015,1430,t,
silver,mine,Russia,2016,1570,t,
silver,mine,Russia,2017,1120,t,
silver,mine,Russia,2018,2100,t,
silver,mine,Russia,2019,2000,t,
silver,mine,Russia,2020,1320,t,
silver,mine,Russia,2021,1320,t,
silver,mine,Russia,2022,1200,t,
silver,mine,South Africa,2004,72,t,
silver,mine,South Africa,2005,89,t,
silver,mine,South Africa,2006,87,t,
silver,mine,South Africa,2007,70,t,
silver,mine,United States,1994,1480,t,
silver,mine,United States,1995,1640,t,
silver,mine,United States,1996,1570,t,
silver,mine,United States,1997,2150,t,
silver,mine,United States,1998,2060,t,
silver,mine,United States,1999,1950,t,
silver,mine,United States,2000,1860,t,
silver,mine,United States,2001,1740,t,
silver,mine,United States,2002,1420,t,
silver,mine,United States,2003,1240,t,
silver,mine,United States,2004,1250,t,
silver,mine,United States,2005,1230,t,
silver,mine,United States,2006,1140,t,
silver,mine,United States,2007,1260,t,
silver,mine,United States,2008,1230,t,
silver,mine,United States,2009,1250,t,
silver,mine,United States,2010,1270,t,
silver,mine,United States,2011,1120,t,
silver,mine,United States,2012,1060,t,
silver,mine,United States,2013,1040,t,
silver,mine,United States,2014,1180,t,
silver,mine,United States,2015,1090,t,
silver,mine,United States,2016,1150,t,
silver,mine,United States,2017,1030,t,
silver,mine,United States,2018,934,t,
silver,mine,United States,2019,977,t,
silver,mine,United States,2020,1030,t,
silver,mine,United States,2021,1020,t,
silver,mine,United States,2022,1100,t,
silver,mine,World,1994,13900,t,
silver,mine,World,1995,14600,t,
silver,mine,World,1996,15200,t,
silver,mine,World,1997,16400,t,
silver,mine,World,1998,16400,t,
silver,mine,World,1999,17700,t,
silver,mine,World,2000,17700,t,
silver,mine,World,2001,18700,t,
silver,mine,World,2002,20000,t,
silver,mine,World,2003,18800,t,
silver,mine,World,2004,19700,t,
silver,mine,World,2005,19300,t,
silver,mine,World,2006,20200,t,
silver,mine,World,2007,20800,t,
silver,mine,World,2008,21300,t,
silver,mine,World,2009,21800,t,
silver,mine,World,2010,23100,t,
silver,mine,World,2011,23300,t,
silver,mine,World,2012,25500,t,
silver,mine,World,2013,26000,t,
silver,mine,World,2014,26800,t,
silver,mine,World,2015,25100,t,
silver,mine,World,2016,25700,t,
silver,mine,World,2017,26800,t,
silver,mine,World,2018,26900,t,
silver,mine,World,2019,26500,t,
silver,mine,World,2020,23500,t,
silver,mine,World,2021,25000,t,
silver,mine,World,2022,26000,t,
strontium,mine,Algeria,1994,5400,t,gross weight
strontium,mine,Algeria,1995,5400,t,gross weight
strontium,mine,Algeria,1996,5400,t,gross weight
strontium,mine,Algeria,1997,5400,t,gross weight
strontium,mine,Algeria,1998,5400,t,gross weight
strontium,mine,Algeria,1999,5400,t,gross weight
strontium,mine,Argentina,1996,9300,t,gross weight
strontium,mine,Argentina,1997,4000,t,gross weight
strontium,mine,Argentina,1998,2000,t,gross weight
strontium,mine,Argentina,1999,3000,t,gross weight
strontium,mine,Argentina,2000,3000,t,gross weight
strontium,mine,Argentina,2001,2200,t,gross weight
strontium,mine,Argentina,2002,1474,t,gross weight
strontium,mine,Argentina,2003,3320,t,gross weight
strontium,mine,Argentina,2004,3400,t,gross weight
strontium,mine,Argentina,2005,6700,t,gross weight
strontium,mine,Argentina,2006,7500,t,gross weight
strontium,mine,Argentina,2007,20000,t,gross weight
strontium,mine,Argentina,2008,5000,t,gross weight
strontium,mine,Argentina,2009,10000,t,gross weight
strontium,mine,Argentina,2010,7000,t,gross weight
strontium,mine,Argentina,2011,8000,t,gross weight
strontium,mine,Argentina,2012,5000,t,gross weight
strontium,mine,Argentina,2013,5000,t,gross weight
strontium,mine,Argentina,2014,10000,t,gross weight
strontium,mine,Argentina,2015,5000,t,gross weight
strontium,mine,Argentina,2016,5000,t,gross weight
strontium,mine,Argentina,2017,5000,t,gross weight
strontium,mine,Argentina,2018,700,t,gross weight
strontium,mine,Argentina,2019,700,t,gross weight
strontium,mine,Argentina,2020,700,t,gross weight
strontium,mine,Argentina,2021,700,t,gross weight
strontium,mine,Argentina,2022,700,t,gross weight
strontium,mine,China,1994,35000,t,gross weight
strontium,mine,China,1995,35000,t,gross weight
strontium,mine,China,1996,35000,t,gross weight
strontium,mine,China,1997,35000,t,gross weight
strontium,mine,China,1998,35000,t,gross weight
strontium,mine,China,1999,35000,t,gross weight
strontium,mine,China,2000,50000,t,gross weight + modified by the author – see README
strontium,mine,China,2001,50000,t,gross weight
strontium,mine,China,2002,50000,t,gross weight
strontium,mine,China,2003,100000,t,gross weight
strontium,mine,China,2004,130000,t,gross weight
strontium,mine,China,2005,140000,t,gross weight
strontium,mine,China,2006,180000,t,gross weight
